chr17:56620000-56630000.filter.fa,6239,59,5917,56,199,209
chr17:10370000-10380000.filter.fa,6502,74,6144,68,252,238
chr17:88680000-88690000.filter.fa,2579,272,2028,75,82,100
chr17:13100000-13110000.filter.fa,0,0,0,0,0,0
chr17:92210000-92220000.filter.fa,3212,222,2458,165,293,312
chr17:78690000-78700000.filter.fa,4892,116,395,4,10,11
chr17:7570000-7580000.filter.fa,7200,142,7162,137,261,246
chr17:26560000-26570000.filter.fa,7316,119,7127,115,259,246
chr17:8250000-8260000.filter.fa,6983,164,6219,120,224,269
chr17:80810000-80820000.filter.fa,5552,239,4718,173,275,256
chr17:77500000-77510000.filter.fa,4060,122,3807,91,201,213
chr17:22430000-22440000.filter.fa,3841,116,780,47,167,133
chr17:93980000-93990000.filter.fa,4420,108,3913,84,302,299
chr17:19650000-19660000.filter.fa,206,38,0,0,0,0
chr17:33390000-33400000.filter.fa,3097,97,2657,81,117,102
chr17:9470000-9480000.filter.fa,5862,53,5727,50,243,234
chr17:36170000-36180000.filter.fa,140,18,22,2,0,2
chr17:65460000-65470000.filter.fa,0,0,0,0,0,0
chr17:58030000-58040000.filter.fa,6218,389,5839,357,340,357
chr17:28070000-28080000.filter.fa,4326,182,3916,133,182,186
chr17:37850000-37860000.filter.fa,2497,532,2140,511,398,599
chr17:52310000-52320000.filter.fa,6895,228,6615,182,373,382
chr17:69400000-69410000.filter.fa,2671,151,2592,134,115,181
chr17:8960000-8970000.filter.fa,7830,245,7722,240,469,332
chr17:59680000-59690000.filter.fa,5070,326,4686,209,336,356
chr17:52790000-52800000.filter.fa,6243,145,5936,141,253,247
chr17:30950000-30960000.filter.fa,4331,76,4294,75,169,171
chr17:83270000-83280000.filter.fa,6791,185,6113,138,252,243
chr17:41370000-41380000.filter.fa,3339,88,3187,76,125,117
chr17:28460000-28470000.filter.fa,4756,216,3291,54,254,249
chr17:36160000-36170000.filter.fa,1386,401,1205,391,346,319
chr17:57040000-57050000.filter.fa,4254,165,3745,147,162,232
chr17:25840000-25850000.filter.fa,9369,96,9199,93,244,245
chr17:65230000-65240000.filter.fa,4036,155,3782,134,218,170
chr17:65850000-65860000.filter.fa,6112,170,5713,154,420,389
chr17:22090000-22100000.filter.fa,18,9,3,3,3,2
chr17:26480000-26490000.filter.fa,7293,170,6914,142,260,261
chr17:48310000-48320000.filter.fa,4561,87,4031,54,370,367
chr17:58090000-58100000.filter.fa,4708,186,4141,140,195,205
chr17:38870000-38880000.filter.fa,223,68,198,52,55,42
chr17:24680000-24690000.filter.fa,6940,98,6706,59,211,224
chr17:87280000-87290000.filter.fa,7886,183,6907,158,320,337
chr17:85410000-85420000.filter.fa,4087,215,3586,130,226,240
chr17:9140000-9150000.filter.fa,5843,104,4855,78,188,160
chr17:86580000-86590000.filter.fa,5134,253,5050,227,260,277
chr17:74540000-74550000.filter.fa,4728,131,4093,117,347,319
chr17:6500000-6510000.filter.fa,17,0,17,0,0,0
chr17:50530000-50540000.filter.fa,3394,165,3131,120,187,196
chr17:57190000-57200000.filter.fa,4071,113,3218,95,171,134
chr17:22080000-22090000.filter.fa,0,0,0,0,0,0
chr17:30830000-30840000.filter.fa,4894,157,4600,100,212,210
chr17:77080000-77090000.filter.fa,5082,195,4888,189,326,270
chr17:32910000-32920000.filter.fa,6224,104,5011,89,363,364
chr17:25850000-25860000.filter.fa,7983,136,7849,128,284,263
chr17:6890000-6900000.filter.fa,23,1,5,1,1,0
chr17:23440000-23450000.filter.fa,189,31,10,6,7,3
chr17:41710000-41720000.filter.fa,572,58,570,58,90,47
chr17:23560000-23570000.filter.fa,4272,139,3757,86,140,120
chr17:15620000-15630000.filter.fa,3144,52,2873,49,118,101
chr17:36080000-36090000.filter.fa,1114,517,890,441,457,100
chr17:69850000-69860000.filter.fa,7004,169,6874,167,320,319
chr17:49860000-49870000.filter.fa,5450,154,4905,123,237,205
chr17:21190000-21200000.filter.fa,1386,97,1078,78,91,70
chr17:80720000-80730000.filter.fa,7639,198,7375,183,368,355
chr17:57750000-57760000.filter.fa,4248,150,3744,111,185,203
chr17:27720000-27730000.filter.fa,7738,142,7110,119,239,254
chr17:59710000-59720000.filter.fa,6953,237,6272,225,402,379
chr17:90370000-90380000.filter.fa,6254,169,5309,140,322,310
chr17:93640000-93650000.filter.fa,1790,70,1649,45,75,86
chr17:30320000-30330000.filter.fa,4723,149,4409,144,243,196
chr17:55610000-55620000.filter.fa,3041,84,555,35,25,40
chr17:44200000-44210000.filter.fa,7542,203,7463,202,325,286
chr17:16880000-16890000.filter.fa,7636,144,5894,102,297,323
chr17:22820000-22830000.filter.fa,283,5,268,4,8,10
chr17:72140000-72150000.filter.fa,6663,165,5994,132,221,252
chr17:37780000-37790000.filter.fa,77,1,0,0,0,0
chr17:91870000-91880000.filter.fa,5389,175,4848,164,303,291
chr17:78660000-78670000.filter.fa,7338,235,6133,209,392,333
chr17:6240000-6250000.filter.fa,5995,137,5604,88,307,308
chr17:51200000-51210000.filter.fa,4737,154,4158,67,196,191
chr17:78800000-78810000.filter.fa,5381,157,2399,50,138,143
chr17:84760000-84770000.filter.fa,8136,198,7853,194,537,464
chr17:94210000-94220000.filter.fa,8044,122,7686,115,393,362
chr17:8930000-8940000.filter.fa,6209,97,5979,91,287,288
chr17:63930000-63940000.filter.fa,4198,189,3771,138,238,171
chr17:34160000-34170000.filter.fa,4221,189,3699,126,162,151
chr17:67280000-67290000.filter.fa,7743,172,7476,163,327,360
chr17:3450000-3460000.filter.fa,6534,129,6163,109,261,245
chr17:59720000-59730000.filter.fa,3344,141,3167,109,168,211
chr17:33210000-33220000.filter.fa,48,48,48,48,0,48
chr17:68270000-68280000.filter.fa,8898,202,8035,143,352,357
chr17:52640000-52650000.filter.fa,3991,72,3117,61,185,186
chr17:27480000-27490000.filter.fa,7627,112,6890,93,253,261
chr17:38100000-38110000.filter.fa,2328,146,2221,146,102,208
chr17:41250000-41260000.filter.fa,6140,172,5706,159,291,317
chr17:27510000-27520000.filter.fa,8673,155,8208,106,296,291
chr17:15600000-15610000.filter.fa,1311,32,1285,32,45,49
chr17:39800000-39810000.filter.fa,142,83,142,83,80,13
chr17:43260000-43270000.filter.fa,5086,179,4671,160,232,208
chr17:66760000-66770000.filter.fa,7412,159,7090,142,290,248
chr17:25720000-25730000.filter.fa,8802,140,8718,134,268,265
chr17:92230000-92240000.filter.fa,247,15,81,3,9,6
chr17:18340000-18350000.filter.fa,0,0,0,0,0,0
chr17:55350000-55360000.filter.fa,5221,111,4855,100,210,180
chr17:77290000-77300000.filter.fa,8306,245,8050,204,409,401
chr17:40240000-40250000.filter.fa,3671,152,2512,75,231,209
chr17:62890000-62900000.filter.fa,7172,108,6887,99,274,263
chr17:17280000-17290000.filter.fa,16,16,10,10,10,3
chr17:20100000-20110000.filter.fa,0,0,10,NA,NA,NA
chr17:57520000-57530000.filter.fa,5118,139,4917,89,141,200
chr17:43400000-43410000.filter.fa,6927,201,6561,153,315,323
chr17:69790000-69800000.filter.fa,1017,13,979,12,43,37
chr17:15340000-15350000.filter.fa,6238,94,5958,91,223,222
chr17:46420000-46430000.filter.fa,5012,219,4262,80,185,193
chr17:47630000-47640000.filter.fa,5642,135,5163,89,174,181
chr17:55920000-55930000.filter.fa,29,29,5163,NA,NA,NA
chr17:45610000-45620000.filter.fa,3970,196,3385,147,257,261
chr17:54160000-54170000.filter.fa,5740,170,5608,168,272,235
chr17:70540000-70550000.filter.fa,3701,105,3424,68,160,161
chr17:41960000-41970000.filter.fa,4249,151,4112,134,327,282
chr17:63870000-63880000.filter.fa,4301,166,3407,94,306,297
chr17:17120000-17130000.filter.fa,0,0,0,0,0,0
chr17:72120000-72130000.filter.fa,4317,212,3963,170,189,181
chr17:48220000-48230000.filter.fa,2843,176,1175,91,390,355
chr17:63830000-63840000.filter.fa,6116,226,5742,207,372,358
chr17:52860000-52870000.filter.fa,7294,213,6820,181,311,283
chr17:79430000-79440000.filter.fa,4668,144,3151,106,129,117
chr17:37640000-37650000.filter.fa,70,54,45,33,8,27
chr17:44920000-44930000.filter.fa,3761,102,2536,62,144,145
chr17:59850000-59860000.filter.fa,1874,40,1016,28,45,50
chr17:86280000-86290000.filter.fa,7497,187,7301,183,319,318
chr17:77340000-77350000.filter.fa,3804,229,3430,186,224,270
chr17:43250000-43260000.filter.fa,5649,205,5277,149,286,298
chr17:7830000-7840000.filter.fa,6793,176,6571,174,340,324
chr17:18200000-18210000.filter.fa,21,4,0,0,0,0
chr17:79580000-79590000.filter.fa,5552,181,4217,121,169,209
chr17:36060000-36070000.filter.fa,2499,800,1163,351,388,164
chr17:65260000-65270000.filter.fa,3574,65,3147,56,152,151
chr17:40680000-40690000.filter.fa,225,112,4,4,4,3
chr17:30780000-30790000.filter.fa,4061,157,3757,135,224,231
chr17:31080000-31090000.filter.fa,7432,192,7243,169,355,343
chr17:71050000-71060000.filter.fa,3154,326,3092,323,219,325
chr17:46480000-46490000.filter.fa,3767,61,3450,30,113,113
chr17:84290000-84300000.filter.fa,5430,156,4736,103,271,246
chr17:70490000-70500000.filter.fa,6864,223,5722,155,327,264
chr17:59880000-59890000.filter.fa,1977,170,1892,125,140,128
chr17:4020000-4030000.filter.fa,2043,44,1994,42,84,78
chr17:14790000-14800000.filter.fa,2192,43,1967,37,54,47
chr17:55660000-55670000.filter.fa,6127,157,5915,153,288,275
chr17:73860000-73870000.filter.fa,3868,104,3836,103,194,183
chr17:48560000-48570000.filter.fa,4269,75,3786,58,131,137
chr17:10680000-10690000.filter.fa,2118,15,2098,15,114,112
chr17:61710000-61720000.filter.fa,1448,74,325,5,10,11
chr17:59220000-59230000.filter.fa,1824,146,1501,79,95,96
chr17:34790000-34800000.filter.fa,0,0,0,0,0,0
chr17:62080000-62090000.filter.fa,6032,186,5238,132,276,299
chr17:9020000-9030000.filter.fa,6266,144,6052,135,267,279
chr17:88220000-88230000.filter.fa,2478,119,2278,101,114,89
chr17:62160000-62170000.filter.fa,6887,162,6550,132,340,346
chr17:83480000-83490000.filter.fa,7459,261,7014,210,337,301
chr17:6910000-6920000.filter.fa,25,10,25,10,6,7
chr17:19370000-19380000.filter.fa,2649,139,56,0,56,56
chr17:37970000-37980000.filter.fa,2413,274,2113,158,265,213
chr17:43280000-43290000.filter.fa,1497,94,1311,58,64,97
chr17:55550000-55560000.filter.fa,308,30,269,30,29,7
chr17:51210000-51220000.filter.fa,3361,91,2647,77,139,151
chr17:44790000-44800000.filter.fa,8410,109,8257,106,279,269
chr17:23540000-23550000.filter.fa,6035,195,5606,125,283,304
chr17:25530000-25540000.filter.fa,7785,162,7277,141,276,266
chr17:61760000-61770000.filter.fa,6785,212,6482,204,364,408
chr17:93410000-93420000.filter.fa,3131,101,2712,77,203,176
chr17:72090000-72100000.filter.fa,3127,57,2991,52,90,91
chr17:61200000-61210000.filter.fa,143,3,0,0,0,0
chr17:60000000-60010000.filter.fa,5774,141,5479,128,235,232
chr17:32980000-32990000.filter.fa,1614,49,1513,47,61,65
chr17:83450000-83460000.filter.fa,7736,202,7419,171,361,334
chr17:20330000-20340000.filter.fa,4204,258,2364,177,1077,959
chr17:53360000-53370000.filter.fa,1994,90,1986,89,85,122
chr17:10770000-10780000.filter.fa,8742,118,8073,111,350,352
chr17:39790000-39800000.filter.fa,8,6,0,0,0,0
chr17:56700000-56710000.filter.fa,8114,116,7548,94,276,261
chr17:83330000-83340000.filter.fa,4819,288,4492,241,289,322
chr17:80150000-80160000.filter.fa,4099,186,3526,175,285,230
chr17:18720000-18730000.filter.fa,0,0,0,0,0,0
chr17:81480000-81490000.filter.fa,8537,209,8032,159,463,428
chr17:42980000-42990000.filter.fa,3794,292,3581,193,249,243
chr17:83020000-83030000.filter.fa,5004,159,4877,133,252,297
chr17:57950000-57960000.filter.fa,1244,29,1105,26,86,81
chr17:65160000-65170000.filter.fa,2519,97,2495,79,157,121
chr17:92900000-92910000.filter.fa,3315,41,3249,40,155,152
chr17:52070000-52080000.filter.fa,7175,156,6934,148,297,264
chr17:89190000-89200000.filter.fa,5743,171,5224,150,280,275
chr17:82570000-82580000.filter.fa,1377,31,1376,31,67,52
chr17:40420000-40430000.filter.fa,353,50,335,42,59,42
chr17:71010000-71020000.filter.fa,5433,176,5264,169,261,204
chr17:37370000-37380000.filter.fa,3859,79,3071,58,270,312
chr17:24020000-24030000.filter.fa,3248,82,2892,39,107,95
chr17:56180000-56190000.filter.fa,6195,182,5637,152,219,194
chr17:44320000-44330000.filter.fa,5609,174,5421,159,251,239
chr17:82380000-82390000.filter.fa,6009,292,5784,265,267,417
chr17:81850000-81860000.filter.fa,6206,200,5291,141,241,294
chr17:52560000-52570000.filter.fa,7378,167,7208,161,362,346
chr17:49730000-49740000.filter.fa,5480,223,4888,145,238,204
chr17:32530000-32540000.filter.fa,0,0,0,0,0,0
chr17:69070000-69080000.filter.fa,7245,111,6971,104,299,278
chr17:54850000-54860000.filter.fa,2896,95,2707,49,145,141
chr17:65360000-65370000.filter.fa,1683,49,1621,49,111,141
chr17:4820000-4830000.filter.fa,4904,188,4625,140,191,208
chr17:53790000-53800000.filter.fa,333,39,0,0,0,0
chr17:30310000-30320000.filter.fa,4946,140,4409,134,254,173
chr17:77370000-77380000.filter.fa,5592,291,5109,240,416,350
chr17:62580000-62590000.filter.fa,4821,148,4034,129,187,191
chr17:73500000-73510000.filter.fa,9083,159,8932,154,322,302
chr17:46580000-46590000.filter.fa,3807,93,3052,53,168,158
chr17:65040000-65050000.filter.fa,4027,74,3990,71,180,183
chr17:87580000-87590000.filter.fa,1206,92,978,66,81,78
chr17:7980000-7990000.filter.fa,77,0,68,0,1,1
chr17:16970000-16980000.filter.fa,300,31,22,1,2,2
chr17:32720000-32730000.filter.fa,8,2,8,2,1,1
chr17:27500000-27510000.filter.fa,8778,138,8532,133,264,269
chr17:41950000-41960000.filter.fa,3300,153,3059,144,197,155
chr17:22020000-22030000.filter.fa,0,0,0,0,0,0
chr17:38350000-38360000.filter.fa,0,0,0,0,0,0
chr17:64700000-64710000.filter.fa,8470,238,8355,230,412,427
chr17:61890000-61900000.filter.fa,7689,231,7476,219,393,357
chr17:25010000-25020000.filter.fa,8273,114,8150,109,287,283
chr17:64220000-64230000.filter.fa,2069,39,1677,31,119,111
chr17:7670000-7680000.filter.fa,5973,200,5135,160,227,258
chr17:67270000-67280000.filter.fa,6808,207,6378,183,397,386
chr17:41430000-41440000.filter.fa,2484,70,2276,65,91,104
chr17:23380000-23390000.filter.fa,56,40,52,37,37,0
chr17:75920000-75930000.filter.fa,3628,151,3623,150,166,162
chr17:10400000-10410000.filter.fa,8689,183,8578,171,410,362
chr17:7220000-7230000.filter.fa,4517,79,3968,65,183,154
chr17:61930000-61940000.filter.fa,4397,150,3611,129,298,266
chr17:94390000-94400000.filter.fa,4714,85,4561,84,237,216
chr17:9290000-9300000.filter.fa,5713,90,5620,79,262,247
chr17:3210000-3220000.filter.fa,7948,235,7862,212,398,404
chr17:40340000-40350000.filter.fa,3544,155,3126,111,158,127
chr17:20050000-20060000.filter.fa,506,71,0,0,0,0
chr17:79110000-79120000.filter.fa,1314,208,1057,149,90,167
chr17:44900000-44910000.filter.fa,5070,121,4710,92,268,232
chr17:94290000-94300000.filter.fa,2420,50,2133,46,169,166
chr17:37470000-37480000.filter.fa,1197,58,1112,39,78,80
chr17:74570000-74580000.filter.fa,5720,158,4874,134,311,313
chr17:50850000-50860000.filter.fa,7014,155,5258,88,237,240
chr17:17810000-17820000.filter.fa,1694,81,1467,70,111,74
chr17:10330000-10340000.filter.fa,8022,92,7543,74,379,370
chr17:72370000-72380000.filter.fa,7512,232,7367,205,247,276
chr17:94600000-94610000.filter.fa,4537,133,3644,50,195,194
chr17:54830000-54840000.filter.fa,2940,207,2504,133,118,182
chr17:62530000-62540000.filter.fa,2786,49,2603,48,140,112
chr17:45320000-45330000.filter.fa,6938,151,6590,114,238,252
chr17:54390000-54400000.filter.fa,4201,101,4085,79,152,161
chr17:87130000-87140000.filter.fa,8024,113,7142,93,242,244
chr17:61540000-61550000.filter.fa,5894,253,5585,236,364,336
chr17:20200000-20210000.filter.fa,4198,188,2108,111,304,288
chr17:68080000-68090000.filter.fa,4294,118,4248,105,153,131
chr17:80890000-80900000.filter.fa,6958,132,6640,126,279,284
chr17:60300000-60310000.filter.fa,1829,55,1819,55,171,182
chr17:85800000-85810000.filter.fa,6950,207,6668,201,337,347
chr17:45950000-45960000.filter.fa,5770,153,5084,106,182,193
chr17:23040000-23050000.filter.fa,0,0,0,0,0,0
chr17:18460000-18470000.filter.fa,609,184,104,18,39,45
chr17:19510000-19520000.filter.fa,876,208,392,55,382,355
chr17:45430000-45440000.filter.fa,4084,78,3997,75,162,141
chr17:62170000-62180000.filter.fa,8464,107,8281,98,326,330
chr17:57910000-57920000.filter.fa,1773,46,1708,45,102,94
chr17:27470000-27480000.filter.fa,7556,216,6492,188,262,272
chr17:76340000-76350000.filter.fa,3941,100,3538,84,149,177
chr17:77320000-77330000.filter.fa,7300,140,7199,130,328,326
chr17:75770000-75780000.filter.fa,5856,131,5100,111,202,218
chr17:64000000-64010000.filter.fa,6284,152,6125,138,280,293
chr17:60060000-60070000.filter.fa,5451,175,5193,141,270,278
chr17:56160000-56170000.filter.fa,5813,175,5308,146,254,269
chr17:29870000-29880000.filter.fa,7548,219,7305,206,270,313
chr17:43660000-43670000.filter.fa,7618,149,7210,122,272,281
chr17:6880000-6890000.filter.fa,0,0,0,0,0,0
chr17:90590000-90600000.filter.fa,6089,207,5366,146,377,379
chr17:70950000-70960000.filter.fa,2519,108,2299,87,160,132
chr17:37220000-37230000.filter.fa,4837,221,4268,212,248,246
chr17:49590000-49600000.filter.fa,5635,173,5505,161,325,250
chr17:74700000-74710000.filter.fa,6580,197,6236,179,325,272
chr17:53330000-53340000.filter.fa,2842,112,2588,83,92,112
chr17:83860000-83870000.filter.fa,3656,191,3230,175,202,253
chr17:37330000-37340000.filter.fa,5124,250,5039,236,237,304
chr17:37940000-37950000.filter.fa,1156,93,668,66,63,30
chr17:41630000-41640000.filter.fa,2390,66,2313,65,142,121
chr17:90090000-90100000.filter.fa,6903,197,6539,156,310,349
chr17:70400000-70410000.filter.fa,7470,177,6767,144,300,282
chr17:74580000-74590000.filter.fa,5917,227,5501,168,383,378
chr17:70940000-70950000.filter.fa,2993,132,2059,52,155,139
chr17:13940000-13950000.filter.fa,586,10,437,8,16,16
chr17:91530000-91540000.filter.fa,2727,102,2592,91,135,111
chr17:83000000-83010000.filter.fa,4065,113,3662,92,169,161
chr17:62140000-62150000.filter.fa,6550,174,6033,138,288,308
chr17:57180000-57190000.filter.fa,3793,168,3491,130,288,281
chr17:77960000-77970000.filter.fa,5369,160,5120,135,234,242
chr17:43610000-43620000.filter.fa,6108,310,5405,197,397,333
chr17:32470000-32480000.filter.fa,3458,142,3034,98,119,158
chr17:13410000-13420000.filter.fa,0,0,0,0,0,0
chr17:87540000-87550000.filter.fa,2790,118,2388,89,146,125
chr17:24180000-24190000.filter.fa,6477,121,6383,99,170,177
chr17:88210000-88220000.filter.fa,6596,172,6186,156,287,246
chr17:59990000-60000000.filter.fa,6252,228,6009,191,342,340
chr17:20690000-20700000.filter.fa,1239,31,1017,18,68,59
chr17:66690000-66700000.filter.fa,7573,147,6793,143,302,287
chr17:27080000-27090000.filter.fa,7377,133,7157,125,276,287
chr17:24290000-24300000.filter.fa,5087,173,4933,171,250,218
chr17:48230000-48240000.filter.fa,4571,168,3744,67,142,142
chr17:34240000-34250000.filter.fa,5554,124,5294,117,270,307
chr17:93360000-93370000.filter.fa,2512,53,1302,24,61,65
chr17:34560000-34570000.filter.fa,218,40,218,40,7,43
chr17:33490000-33500000.filter.fa,4012,143,3521,117,192,152
chr17:32190000-32200000.filter.fa,6420,81,6069,74,199,163
chr17:69550000-69560000.filter.fa,1719,68,1648,51,89,107
chr17:85150000-85160000.filter.fa,6612,213,4896,105,274,256
chr17:24950000-24960000.filter.fa,5858,173,4879,125,248,233
chr17:54700000-54710000.filter.fa,4930,149,4327,113,210,185
chr17:67180000-67190000.filter.fa,6027,211,5815,127,228,245
chr17:28580000-28590000.filter.fa,6974,150,6457,126,275,296
chr17:42810000-42820000.filter.fa,6975,178,6865,177,322,280
chr17:27300000-27310000.filter.fa,8054,101,7721,94,359,349
chr17:8640000-8650000.filter.fa,7381,98,6486,93,308,257
chr17:92360000-92370000.filter.fa,3754,277,2535,147,199,196
chr17:64450000-64460000.filter.fa,3457,88,3245,83,118,153
chr17:88260000-88270000.filter.fa,4330,174,3932,139,232,261
chr17:4950000-4960000.filter.fa,6670,162,6534,129,296,268
chr17:90270000-90280000.filter.fa,4698,110,4577,97,203,215
chr17:75720000-75730000.filter.fa,3391,111,3295,99,185,138
chr17:38210000-38220000.filter.fa,2317,91,2013,62,96,120
chr17:67580000-67590000.filter.fa,5776,134,5652,130,232,223
chr17:71730000-71740000.filter.fa,5627,84,5029,70,177,181
chr17:19420000-19430000.filter.fa,290,7,0,0,0,0
chr17:10520000-10530000.filter.fa,9160,123,8778,112,366,368
chr17:43230000-43240000.filter.fa,6682,211,6453,188,352,324
chr17:35070000-35080000.filter.fa,5176,79,4837,52,136,130
chr17:86840000-86850000.filter.fa,1354,43,1344,43,61,65
chr17:35220000-35230000.filter.fa,7885,118,7686,117,212,253
