# PYTHON VERSION: 3.11.3
# Script call:    16_get_window_stats.py -i ../analysis/02-mus-t-windows/02-fasta/ -w 10 -o ../data/mm10-10kb-window-stats-no-pahari.tsv -s ../data/mm10-10kb-spec-counts-no-pahari.tsv -d ../analysis/02-mus-t-windows/03-fasta-no-anc-filter-no-pahari
# Runtime:        07/27/2023 22:16:12
# ----------------
# Window size (-w):	10kb
# Input directory:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/analysis/02-mus-t-windows/02-fasta
# Missing threshold (seq):	0.5
# Missing threshold (site):	0.5
# Gap threshold (seq):	0.5
# Gap threshold (site):	0.5
# Gap threshold (window):	0.5
# Missing+gap threshold (seq):	0.5
# Missing+gap threshold (site):	0.5
# Output file:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/data/mm10-10kb-window-stats-no-pahari.tsv
# Species file:	../data/mm10-10kb-spec-counts-no-pahari.tsv
# Seq outdir:	../analysis/02-mus-t-windows/03-fasta-no-anc-filter-no-pahari
# ----------------
window	scaffold	start	end	total.seqs	aln.len	uniq.seqs	ident.seqs	seqs.above.missing	seqs.all.missing	avg.seq.len.wo.missing	seqs.above.gappy	seqs.all.gappy	seqs.above.missing.gappy	seqs.all.missing.gappy	invariant.sites	informative.sites	sites.w.missing	perc.sites.w.missing	sites.high.missing	perc.sites.high.missing	sites.all.missing	sites.w.gap	perc.sites.w.gap	sites.high.gap	perc.sites.high.gap	sites.all.gap	sites.missing.gap	perc.sites.missing.gap	sites.high.missing.gap	perc.sites.high.missing.gap	sites.all.missing.gap	total.seqs.filter	aln.len.filter	uniq.seqs.filter	ident.seqs.filter	seqs.above.missing.filter	seqs.all.missing.filter	avg.seq.len.wo.missing.filter	seqs.above.gappy.filter	seqs.all.gappy.filter	seqs.above.missing.gappy.filter	seqs.all.missing.gappy.filter	invariant.sites.filter	informative.sites.filter	sites.w.missing.filter	perc.sites.w.missing.filter	sites.high.missing.filter	perc.sites.high.missing.filter	sites.all.missing.filter	sites.w.gap.filter	perc.sites.w.gap.filter	sites.high.gap.filter	perc.sites.high.gap.filter	sites.all.gap.filter	sites.missing.gap.filter	perc.sites.missing.gap.filter	sites.high.missing.gap.filter	perc.sites.high.missing.gap.filter	sites.all.missing.gap.filter	written
chr17:47870000-47880000	chr17	47870000	47880000	5	10000	5	0	0	0	4.689	0	0	0	0	7658	76	888	0.0888	798	0.0798	0	418	0.0418	334	0.0334	0	1277	0.1277	1202	0.1202	93	5	9617	5	0	0	0	4.696994904855984	0	0	0	0	7650	76	871	0.09056878444421337	790	0.08214619943849433	0	89	0.009254445253197463	5	0.0005199126546740147	0	931	0.09680773630030155	860	0.08942497660393053	62	TRUE
chr17:60890000-60900000	chr17	60890000	60900000	5	10000	5	0	0	0	3.9958	0	0	1	0	3728	127	2276	0.2276	2128	0.2128	0	1856	0.1856	1777	0.1777	0	4073	0.4073	4052	0.4052	2582	5	8178	5	0	0	0	3.969307899241868	0	0	0	0	3726	127	2227	0.2723159696747371	2110	0.2580092932257276	0	74	0.009048667155783811	4	0.0004891171435558817	0	2273	0.2779408168256297	2252	0.27537295182196136	1191	TRUE
chr17:47780000-47790000	chr17	47780000	47790000	5	10000	5	0	0	0	4.1773	0	0	1	0	2994	134	2813	0.2813	1740	0.174	0	1492	0.1492	896	0.0896	0	3921	0.3921	3249	0.3249	61	5	9025	5	0	0	0	4.1296398891966755	0	0	1	0	2992	128	2785	0.30858725761772854	1721	0.19069252077562326	0	596	0.06603878116343491	4	0.00044321329639889195	0	2997	0.3320775623268698	2332	0.258393351800554	51	TRUE
chr17:93040000-93050000	chr17	93040000	93050000	5	10000	5	0	0	0	4.2954	0	0	3	0	3634	58	1035	0.1035	842	0.0842	0	4240	0.424	4197	0.4197	0	5249	0.5249	5073	0.5073	2923	5	5763	5	0	0	0	4.3322922089189655	0	0	0	0	3617	57	1026	0.1780322748568454	834	0.14471629359708485	0	45	0.007808433107756377	6	0.001041124414367517	0	1048	0.18184973104285962	872	0.1513100815547458	466	TRUE
chr17:29530000-29540000	chr17	29530000	29540000	5	10000	5	0	1	0	3.6723	4	0	5	0	10	15	2985	0.2985	1718	0.1718	0	8816	0.8816	6019	0.6019	0	9237	0.9237	8709	0.8709	7068	5	3943	5	0	2	0	3.226984529546031	1	0	4	0	10	14	2533	0.6424042607151915	1702	0.43165102713669795	0	2769	0.7022571645954857	5	0.00126806999746386	0	3188	0.8085214303829571	2666	0.6761349226477301	1317	TRUE
chr17:34550000-34560000	chr17	34550000	34560000	5	10000	5	0	1	0	4.0095	2	0	4	0	0	18	2929	0.2929	734	0.0734	0	6226	0.6226	3868	0.3868	0	7047	0.7047	6777	0.6777	2869	5	6062	5	0	0	0	3.89887825800066	1	0	2	0	0	18	2797	0.46139887825800063	726	0.11976245463543385	0	2342	0.38634114153744636	9	0.0014846585285384361	0	3151	0.5197954470471792	2892	0.4770702738370175	155	TRUE
chr17:18620000-18630000	chr17	18620000	18630000	5	10000	5	0	1	0	4.1447	4	0	5	0	0	60	1251	0.1251	1049	0.1049	0	8752	0.8752	8162	0.8162	0	9344	0.9344	9226	0.9226	4743	5	1810	5	0	3	0	2.9933701657458562	2	0	5	0	0	60	1036	0.5723756906077349	1024	0.5657458563535912	0	575	0.31767955801104975	4	0.0022099447513812156	0	1158	0.6397790055248619	1042	0.5756906077348066	950	TRUE
chr17:28820000-28830000	chr17	28820000	28830000	5	10000	5	0	0	0	4.1807	0	0	0	0	6355	59	2198	0.2198	1847	0.1847	0	1191	0.1191	774	0.0774	0	2973	0.2973	2903	0.2903	922	5	9178	5	0	0	0	4.187622575724559	0	0	0	0	6348	59	2150	0.234255829156679	1830	0.19938984528219655	0	413	0.04499891043800392	2	0.00021791239921551536	0	2173	0.23676182174765745	2110	0.22989758117236872	450	TRUE
chr17:3380000-3390000	chr17	3380000	3390000	5	10000	5	0	0	0	3.7179	1	0	3	0	590	36	3674	0.3674	3067	0.3067	0	3186	0.3186	1504	0.1504	0	5438	0.5438	5040	0.504	2260	5	8415	5	0	0	0	3.6320855614973264	1	0	2	0	586	35	3472	0.41259655377302434	3027	0.3597147950089127	0	1647	0.19572192513368983	10	0.0011883541295306002	0	3875	0.46048722519310753	3483	0.413903743315508	1537	TRUE
chr17:64070000-64080000	chr17	64070000	64080000	5	10000	5	0	0	0	3.274	0	0	2	0	2568	114	4765	0.4765	4259	0.4259	0	1112	0.1112	329	0.0329	0	5105	0.5105	5037	0.5037	3339	5	9625	5	0	0	0	3.2412467532467533	0	0	1	0	2566	109	4696	0.4878961038961039	4243	0.44083116883116885	0	775	0.08051948051948052	2	0.0002077922077922078	0	4754	0.49392207792207793	4690	0.48727272727272725	3244	TRUE
chr17:71250000-71260000	chr17	71250000	71260000	5	10000	5	0	0	0	4.7062	0	0	0	0	7322	95	757	0.0757	650	0.065	0	637	0.0637	622	0.0622	0	1381	0.1381	1304	0.1304	445	5	9346	5	0	0	0	4.737641771881019	0	0	0	0	7307	95	744	0.07960624866252942	640	0.0684784934731436	0	16	0.0017119623368285898	4	0.00042799058420714745	0	749	0.08014123689278836	672	0.07190241814680078	120	TRUE
chr17:3670000-3680000	chr17	3670000	3680000	5	10000	5	0	0	0	3.9495	0	0	0	0	5594	77	2703	0.2703	2386	0.2386	0	1685	0.1685	925	0.0925	0	3563	0.3563	3432	0.3432	2251	5	9029	5	0	0	0	3.9658876952043416	0	0	0	0	5589	74	2427	0.26880053162033446	2360	0.2613799977849153	0	740	0.08195813489865987	2	0.00022150847269908073	0	2604	0.2884040314542031	2477	0.2743382434378115	1668	TRUE
chr17:16860000-16870000	chr17	16860000	16870000	5	10000	5	0	0	0	4.0614	0	0	0	0	5780	38	2417	0.2417	2328	0.2328	0	877	0.0877	700	0.07	0	3117	0.3117	3034	0.3034	757	5	9282	5	0	0	0	4.0565610859728505	0	0	0	0	5776	38	2399	0.25845722904546437	2312	0.2490842490842491	0	173	0.01863822452057746	6	0.0006464124111182935	0	2405	0.25910364145658266	2322	0.2501616031027796	172	TRUE
chr17:1760000-1770000	chr17	1760000	1770000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:34530000-34540000	chr17	34530000	34540000	5	10000	5	0	0	0	4.4555	2	0	3	0	1910	264	692	0.0692	570	0.057	0	7001	0.7001	4692	0.4692	0	7378	0.7378	5336	0.5336	3216	5	5261	5	0	0	0	4.580688082113666	0	0	1	0	1906	261	667	0.12678198061205095	558	0.106063486029272	0	2300	0.43717924348983084	9	0.0017107013875689032	0	2659	0.5054172210606349	629	0.11955901919787112	283	TRUE
chr17:4640000-4650000	chr17	4640000	4650000	5	10000	5	0	0	0	3.9608	0	0	0	0	5410	101	2950	0.295	2718	0.2718	0	1528	0.1528	790	0.079	0	3730	0.373	3716	0.3716	1657	5	9171	5	0	0	0	3.9479882237487733	0	0	0	0	5404	100	2870	0.3129429724130411	2692	0.2935339657616399	0	732	0.079816813869807	11	0.0011994329953113074	0	2916	0.3179587831207066	2903	0.31654127139897503	1252	TRUE
chr17:42000000-42010000	chr17	42000000	42010000	5	10000	5	0	1	0	3.8721	3	0	4	0	1129	36	1392	0.1392	1353	0.1353	0	7059	0.7059	7050	0.705	0	8442	0.8442	8412	0.8412	37	5	2944	5	0	0	0	3.5682744565217392	0	0	1	0	1129	36	1386	0.47078804347826086	1347	0.45754076086956524	0	11	0.003736413043478261	2	0.0006793478260869565	0	1388	0.47146739130434784	1358	0.46127717391304346	22	TRUE
chr17:28850000-28860000	chr17	28850000	28860000	5	10000	5	0	0	0	3.9307	0	0	1	0	3699	114	2828	0.2828	2464	0.2464	0	1905	0.1905	1705	0.1705	0	4647	0.4647	4455	0.4455	320	5	8231	5	0	0	0	3.8563965496294497	0	0	0	0	3682	111	2802	0.34042036204592396	2446	0.29716923824565666	0	198	0.024055400315878994	8	0.0009719353662981412	0	2915	0.3541489490948852	2725	0.33106548414530435	211	TRUE
chr17:26210000-26220000	chr17	26210000	26220000	5	10000	5	0	0	0	4.461	0	0	0	0	6358	131	1557	0.1557	1448	0.1448	0	864	0.0864	681	0.0681	0	2287	0.2287	2227	0.2227	134	5	9296	5	0	0	0	4.466544750430293	0	0	0	0	6350	131	1553	0.16706110154905335	1448	0.15576592082616178	0	186	0.020008605851979347	3	0.00032271944922547335	0	1605	0.17265490533562822	1545	0.16620051635111877	134	TRUE
chr17:29560000-29570000	chr17	29560000	29570000	5	10000	5	0	0	0	3.6402	0	0	0	0	4384	97	3602	0.3602	3484	0.3484	0	2270	0.227	839	0.0839	0	4576	0.4576	4538	0.4538	2742	5	9109	5	0	0	0	3.6056647271928863	0	0	0	0	4380	93	3551	0.38983422988253374	3455	0.3792952025469316	0	1411	0.15490174552640246	4	0.000439126138983423	0	3700	0.40619167855966626	3662	0.4020199802393237	2229	TRUE
chr17:36060000-36070000	chr17	36060000	36070000	5	10000	5	0	0	0	4.4773	3	0	3	0	478	458	426	0.0426	305	0.0305	0	5750	0.575	5531	0.5531	0	6056	0.6056	5911	0.5911	515	5	4432	5	0	0	0	4.69923285198556	0	0	0	0	476	455	362	0.08167870036101083	303	0.06836642599277978	0	206	0.04648014440433213	3	0.0006768953068592057	0	510	0.11507220216606498	376	0.08483754512635379	22	TRUE
chr17:31150000-31160000	chr17	31150000	31160000	5	10000	5	0	0	0	3.8454	0	0	1	0	3825	80	3061	0.3061	3030	0.303	0	1735	0.1735	1697	0.1697	0	4768	0.4768	4754	0.4754	1625	5	8221	5	0	0	0	3.781535093054373	0	0	0	0	3812	77	3013	0.3665004257389612	2986	0.36321615375258487	0	33	0.004014110205571099	5	0.000608198515995621	0	3024	0.3678384624741516	3014	0.3666220654421603	485	TRUE
chr17:12070000-12080000	chr17	12070000	12080000	5	10000	5	0	1	0	3.6611	2	0	5	0	1912	67	2708	0.2708	2356	0.2356	0	5744	0.5744	4787	0.4787	0	7424	0.7424	7288	0.7288	6227	5	5165	5	0	0	0	3.364956437560503	0	0	3	0	1906	65	2554	0.49448209099709584	2330	0.45111326234269117	0	939	0.18180058083252662	2	0.0003872216844143272	0	2603	0.5039690222652469	2469	0.4780251694094869	1630	TRUE
chr17:81780000-81790000	chr17	81780000	81790000	5	10000	5	0	0	0	4.4457	0	0	0	0	6098	197	1147	0.1147	1052	0.1052	0	1930	0.193	1872	0.1872	0	3077	0.3077	2939	0.2939	1824	5	8103	5	0	0	0	4.532518820190053	0	0	0	0	6093	195	1127	0.13908428976922127	1040	0.12834752560779958	0	61	0.007528076021226706	3	0.00037023324694557573	0	1188	0.14661236579044798	1056	0.13032210292484264	174	TRUE
chr17:21860000-21870000	chr17	21860000	21870000	5	10000	5	0	0	0	4.5353	3	0	3	0	50	71	640	0.064	414	0.0414	0	7921	0.7921	7227	0.7227	0	8428	0.8428	7751	0.7751	1903	5	2715	5	0	0	0	4.30865561694291	1	0	1	0	50	68	501	0.18453038674033148	408	0.15027624309392265	0	662	0.2438305709023941	3	0.0011049723756906078	0	1160	0.427255985267035	510	0.1878453038674033	397	TRUE
chr17:24410000-24420000	chr17	24410000	24420000	5	10000	5	0	0	0	4.0929	0	0	0	0	5032	72	2175	0.2175	1929	0.1929	0	1743	0.1743	1532	0.1532	0	3768	0.3768	3628	0.3628	841	5	8414	5	0	0	0	4.063346802947469	0	0	0	0	5021	71	2144	0.2548134062277157	1910	0.2270026146898027	0	204	0.02424530544330877	6	0.0007130972189208462	0	2207	0.2623009270263846	2076	0.24673163774661278	362	TRUE
chr17:380000-390000	chr17	380000	390000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:62550000-62560000	chr17	62550000	62560000	5	10000	5	0	0	0	4.1465	0	0	0	0	5406	116	2493	0.2493	2348	0.2348	0	974	0.0974	743	0.0743	0	3315	0.3315	3233	0.3233	542	5	9219	5	0	0	0	4.152619589977221	0	0	0	0	5394	114	2475	0.26846729580214773	2330	0.25273890877535526	0	233	0.025273890877535524	6	0.0006508298080052066	0	2558	0.2774704414795531	2476	0.26857576743681527	144	TRUE
chr17:83810000-83820000	chr17	83810000	83820000	5	10000	5	0	0	0	4.0082	0	0	0	0	4119	120	2701	0.2701	2479	0.2479	0	2541	0.2541	1593	0.1593	0	4567	0.4567	4462	0.4462	1598	5	8359	5	0	0	0	3.9887546357219765	0	0	0	0	4117	120	2606	0.3117597798779758	2457	0.2939346811819596	0	939	0.11233401124536428	12	0.001435578418471109	0	2946	0.35243450173465724	2843	0.34011245364278025	504	TRUE
chr17:75420000-75430000	chr17	75420000	75430000	5	10000	5	0	1	0	4.0118	4	0	5	0	2254	23	1202	0.1202	1166	0.1166	0	6889	0.6889	6159	0.6159	0	7397	0.7397	7379	0.7379	5984	5	3827	5	0	0	0	4.018291089626339	0	0	0	0	2247	23	1191	0.31120982492814214	1155	0.3018029788345963	0	728	0.19022733211392737	4	0.0010452051215050953	0	1231	0.3216618761431931	1213	0.3169584530964202	821	TRUE
chr17:46740000-46750000	chr17	46740000	46750000	5	10000	5	0	1	0	3.7913	0	0	4	0	3284	138	2986	0.2986	2506	0.2506	0	3085	0.3085	2417	0.2417	0	5388	0.5388	5211	0.5211	2672	5	7541	5	0	0	0	3.7237766874419838	0	0	0	0	3284	138	2843	0.377005702161517	2480	0.3288688502851081	0	650	0.08619546479246784	8	0.0010608672589842195	0	2939	0.38973610926932767	2773	0.3677231136454051	760	TRUE
chr17:47900000-47910000	chr17	47900000	47910000	5	10000	5	0	0	0	4.2218	0	0	0	0	5913	102	2204	0.2204	1758	0.1758	0	1481	0.1481	832	0.0832	0	3052	0.3052	2987	0.2987	777	5	9137	5	0	0	0	4.231038634124986	0	0	0	0	5910	102	2118	0.23180474991791616	1732	0.18955893619349895	0	637	0.06971653715661595	9	0.00098500601948123	0	2196	0.24034146875342016	2133	0.23344642661705156	518	TRUE
chr17:7180000-7190000	chr17	7180000	7190000	5	10000	5	0	0	0	4.1026	0	0	0	0	5735	117	2501	0.2501	2200	0.22	0	524	0.0524	445	0.0445	0	2952	0.2952	2807	0.2807	871	5	9518	5	0	0	0	4.095608321075856	0	0	0	0	5731	117	2473	0.2598234923303215	2178	0.22882958604748896	0	72	0.007564614414793024	3	0.00031519226728304265	0	2484	0.26097919731035935	2339	0.24574490439167893	728	TRUE
chr17:80140000-80150000	chr17	80140000	80150000	5	10000	5	0	0	0	4.1443	0	0	0	0	4303	174	1964	0.1964	1726	0.1726	0	2401	0.2401	2201	0.2201	0	4253	0.4253	4121	0.4121	646	5	7773	5	0	0	0	4.163000128650457	0	0	0	0	4298	174	1948	0.25061108966936835	1710	0.21999228097259746	0	205	0.02637334362536987	8	0.0010292036536729706	0	2042	0.26270423260002573	1910	0.2457223723144217	158	TRUE
chr17:9190000-9200000	chr17	9190000	9200000	5	10000	5	0	0	0	4.131	0	0	0	0	6039	56	2741	0.2741	2710	0.271	0	3094	0.3094	581	0.0581	0	3329	0.3329	3324	0.3324	2604	5	9383	5	0	0	0	4.123627837578599	0	0	0	0	6029	56	2719	0.28977938825535543	2696	0.28732814664819356	0	2493	0.26569327507193863	4	0.00042630288820206754	0	2728	0.29073856975381007	2723	0.2902056911435575	2470	TRUE
chr17:87770000-87780000	chr17	87770000	87780000	5	10000	5	0	0	0	3.9048	0	0	1	0	3638	143	2861	0.2861	2732	0.2732	0	1690	0.169	1582	0.1582	0	4544	0.4544	4412	0.4412	250	5	8371	5	0	0	0	3.811492055907299	0	0	0	0	3630	143	2835	0.3386692151475332	2706	0.3232588699080158	0	110	0.013140604467805518	10	0.001194600406164138	0	2938	0.3509735993310238	2814	0.33616055429458847	5	TRUE
chr17:76870000-76880000	chr17	76870000	76880000	5	10000	5	0	0	0	3.7906	0	0	1	0	4138	174	2768	0.2768	2667	0.2667	0	2239	0.2239	2177	0.2177	0	4948	0.4948	4906	0.4906	2570	5	7791	5	0	0	0	3.707354639969195	0	0	0	0	4138	172	2750	0.35297137723013733	2649	0.340007701193685	0	61	0.007829546913104864	1	0.0001283532280836863	0	2752	0.3532280836863047	2712	0.3480939545629573	695	TRUE
chr17:41230000-41240000	chr17	41230000	41240000	5	10000	5	0	0	0	4.0135	1	0	3	0	3323	113	2648	0.2648	2175	0.2175	0	3439	0.3439	2657	0.2657	0	5515	0.5515	5223	0.5223	2152	5	7292	5	0	0	0	3.9343115743280306	0	0	0	0	3321	110	2622	0.35957213384530995	2153	0.29525507405375756	0	775	0.10628085573230937	5	0.0006856829402084476	0	2829	0.3879594075699397	2545	0.34901261656609983	520	TRUE
chr17:37100000-37110000	chr17	37100000	37110000	5	10000	5	0	1	0	3.7996	4	0	5	0	80	42	1357	0.1357	1076	0.1076	0	8624	0.8624	8144	0.8144	0	9486	0.9486	9421	0.9421	8396	5	1803	5	0	4	0	2.71159179145868	1	0	5	0	78	38	1067	0.5917914586799778	1051	0.5829173599556295	0	460	0.25513033832501386	3	0.0016638935108153079	0	1306	0.7243483083749307	1243	0.6894065446478093	923	TRUE
chr17:45960000-45970000	chr17	45960000	45970000	5	10000	5	0	0	0	4.0158	0	0	0	0	5929	126	2764	0.2764	2632	0.2632	0	410	0.041	239	0.0239	0	3017	0.3017	2948	0.2948	891	5	9729	5	0	0	0	4.019323671497585	0	0	0	0	5922	126	2728	0.2803988076883544	2605	0.267756192825573	0	173	0.01778188919724535	6	0.0006167129201356768	0	2757	0.2833795868023435	2688	0.27628738822078325	749	TRUE
chr17:32450000-32460000	chr17	32450000	32460000	5	10000	5	0	0	0	3.7161	0	0	0	0	4355	136	3306	0.3306	3172	0.3172	0	1049	0.1049	914	0.0914	0	4250	0.425	4193	0.4193	1601	5	8995	5	0	0	0	3.6705947748749304	0	0	0	0	4347	133	3246	0.36086714841578654	3116	0.34641467481934407	0	129	0.01434130072262368	7	0.0007782101167315176	0	3283	0.3649805447470817	3228	0.35886603668704836	1122	TRUE
chr17:43750000-43760000	chr17	43750000	43760000	5	10000	5	0	0	0	4.1285	0	0	1	0	4058	153	2011	0.2011	1973	0.1973	0	2597	0.2597	2408	0.2408	0	4577	0.4577	4554	0.4554	1094	5	7566	5	0	0	0	4.128865979381444	0	0	0	0	4048	150	2001	0.26447264076130056	1969	0.260243193232884	0	184	0.024319323288395454	5	0.0006608511763150939	0	2160	0.2854877081681205	2139	0.28271213322759714	1	TRUE
