# Window-based topology counter
# PYTHON VERSION: 3.11.3
# Script call:    topo_counter.py -w 10 --overwrite
# Runtime:        07/21/2023 11:53:28
# ----------------
# Window size:          10000.0
# Window file:          get-windows-default.tsv
# Output file:          10kb-topo-counts.csv
# 07.21.2023 | 11:53:28 Reading windows...
# Windows read:         9499
# Chromosome:           17
# Chromosome length:    94987271
# Locus tree directory: /n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/cactus-all-mask/windows/tree/chr17/10kb/loci
# Concat tree file:     /n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/cactus-all-mask/windows/tree/chr17/10kb/concat/chr17-concat.treefile.rooted
# ASTRAL tree file:     /n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/cactus-all-mask/windows/tree/chr17/10kb/astral/chr17-astral.treefile.rooted
# Concordance file:     /n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/cactus-all-mask/windows/tree/chr17/10kb/astral/chr17-astral.cf.stat
# ----------------
# 07.21.2023 | 11:53:28 Reading concatenated chromosome tree...
# Concat chromosome tree:      "(pahari:0.0385292,(caroli:0.0225936446,((mus-t:0.0039517390,mm10:0.0029577377)100:0.0092301129,(spicilegus:0.0080599953,spretus:0.0103267320)100:0.0031609813)100:0.0145825902):0.0385292);"
# Concat chromosome topology:  "(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>"
# 07.21.2023 | 11:53:28 Reading ASTRAL chromosome tree...
# ASTRAL chromosome tree:      "(pahari,(((spicilegus,spretus)1:0.5518440466295461,(mus-t,mm10)1:1.830664238855103)1:0.6924021905828531,caroli):0);"
# ASTRAL chromosome topology:  "(pahari,(((spicilegus,spretus)<1>,(mus-t,mm10)<2>)<3>,caroli)<4>)<5>"
# ASTRAL-concat match:   TRUE
# 07.21.2023 | 11:53:28 Calculating average CFs...
# Average gCF:          67.07000000000001
# Average sCF:          74.48333333333333
# 07.21.2023 | 11:53:28 Reading windows and counting topologies...
# Total trees read:   6708
# No tree file:       0
# Filtered windows:   2791
# Unique topologies:  86
# ----------------
# 07.21.2023 | 11:54:18 Counting and ranking topologies for this chromosome...
# ----------------
# 07.21.2023 | 11:54:18 Counting and ranking overall topologies...
# ----------------
# 07.21.2023 | 11:54:18 Writing output: 10kb-topo-counts.csv
window,chr,chr.len,start,end,filter,gcf,scf,topo.num.overall,topo.count.overall,topo.rank.overall,topo.color,topo.num.chrome,topo.count.chrome,topo.rank.chrome,topo,concat.chrome.topo.match,astral.chrome.topo.match,unparsed.tree
chr17:6260000-6270000,"chr17","94987271","6260000","6270000","PASS","67.07000000000001","74.48333333333333","8","447","3","#006ddb","8","447","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0273463,(caroli:0.0167921000,(((mus-t:0.0034264752,mm10:0.0063358459)73:0.0035429918,spretus:0.0082468365)98:0.0034546055,spicilegus:0.0091794898)100:0.0148883759):0.0273463);"
chr17:64000000-64010000,"chr17","94987271","64000000","64010000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:64590000-64600000,"chr17","94987271","64590000","64600000","PASS","67.07000000000001","74.48333333333333","6","310","5","#999999","6","310","5","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spicilegus)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:2.07797,(((caroli:0.0370488007,(mus-t:0.0001496617,mm10:0.0000010000)97:0.0080370132)60:0.0038334986,spicilegus:0.0084397116)25:0.0060520207,spretus:0.0022703736):2.07797);"
chr17:27160000-27170000,"chr17","94987271","27160000","27170000","PASS","67.07000000000001","74.48333333333333","3","914","2","#004949","3","914","2","(pahari,(caroli,(((mus-t,mm10)<1>,spicilegus)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0330047,(caroli:0.0171472349,(((mus-t:0.0030882868,mm10:0.0043856153)100:0.0068914734,spicilegus:0.0087979095)55:0.0016607000,spretus:0.0112558213)100:0.0113838982):0.0330047);"
chr17:54510000-54520000,"chr17","94987271","54510000","54520000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:91780000-91790000,"chr17","94987271","91780000","91790000","PASS","67.07000000000001","74.48333333333333","5","231","7","#999999","5","231","7","(pahari,((caroli,(mus-t,mm10)<1>)<2>,(spicilegus,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0922079,((caroli:0.0424505557,(mus-t:0.0014684126,mm10:0.0011402813)69:0.0063970332)30:0.0021487526,(spicilegus:0.0069474437,spretus:0.0224647968)74:0.0000021113):0.0922079);"
chr17:78880000-78890000,"chr17","94987271","78880000","78890000","PASS","67.07000000000001","74.48333333333333","9","249","6","#999999","9","249","6","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spretus)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:5,(((caroli:0.0417294050,(mus-t:0.0069232953,mm10:0.0047330982)81:0.0055588429)50:0.0041200750,spretus:0.0065163210)14:0.0000028886,spicilegus:0.0041943937):5);"
chr17:24050000-24060000,"chr17","94987271","24050000","24060000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0311177,(caroli:0.0150751802,((mus-t:0.0028454509,mm10:0.0016515731)100:0.0060945568,(spicilegus:0.0065586731,spretus:0.0077943881)98:0.0015440063)100:0.0110550597):0.0311177);"
chr17:75220000-75230000,"chr17","94987271","75220000","75230000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:33490000-33500000,"chr17","94987271","33490000","33500000","PASS","67.07000000000001","74.48333333333333","8","447","3","#006ddb","8","447","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:5,(caroli:0.0139829734,(((mus-t:0.0029236093,mm10:0.0021480067)76:0.0107679388,spretus:0.0134801640)46:0.0041789751,spicilegus:0.0050405826)17:0.0403002948):5);"
chr17:73770000-73780000,"chr17","94987271","73770000","73780000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:78550000-78560000,"chr17","94987271","78550000","78560000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:60600000-60610000,"chr17","94987271","60600000","60610000","PASS","67.07000000000001","74.48333333333333","6","310","5","#999999","6","310","5","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spicilegus)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:0.463385,(((caroli:0.0397183784,(mus-t:0.0000010000,mm10:0.0000010000)89:0.0109033499)43:0.0006357835,spicilegus:0.0093877918)15:0.0086236040,spretus:0.0014272032):0.463385);"
chr17:23770000-23780000,"chr17","94987271","23770000","23780000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0231041,(caroli:0.0179428843,((mus-t:0.0036605740,mm10:0.0052026573)100:0.0044756726,(spicilegus:0.0058518684,spretus:0.0074291915)97:0.0022605050)100:0.0086533172):0.0231041);"
chr17:41820000-41830000,"chr17","94987271","41820000","41830000","PASS","67.07000000000001","74.48333333333333","9","249","6","#999999","9","249","6","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spretus)<3>,spicilegus)<4>)<5>;","FALSE","FALSE","(pahari:0.271803,(((caroli:0.0285344650,(mus-t:0.0008022170,mm10:0.0007793279)99:0.0177542244)86:0.0136571724,spretus:0.0091307942)27:0.0000020292,spicilegus:0.0087777845):0.271803);"
chr17:92310000-92320000,"chr17","94987271","92310000","92320000","PASS","67.07000000000001","74.48333333333333","8","447","3","#006ddb","8","447","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0336915,(caroli:0.0019643719,(((mus-t:0.0030009878,mm10:0.0012247076)100:0.0192474042,spretus:0.0183148899)90:0.0054190298,spicilegus:0.0202600008)100:0.0789739358):0.0336915);"
chr17:11980000-11990000,"chr17","94987271","11980000","11990000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0404594,(caroli:0.0284327832,((mus-t:0.0081321355,mm10:0.0030373170)56:0.0010839147,(spicilegus:0.0060539920,spretus:0.0113868289)100:0.0202483821)100:0.0188752238):0.0404594);"
chr17:39560000-39570000,"chr17","94987271","39560000","39570000","PASS","67.07000000000001","74.48333333333333","10","2","55","#999999","10","2","55","(pahari,((caroli,((mm10,spretus)<1>,spicilegus)<2>)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:0.0874442,((caroli:0.0000020414,((mm10:0.4108612233,spretus:0.0000021480)75:0.0129070189,spicilegus:0.0114090603)46:0.0703992293)14:0.0000016705,mus-t:0.6425630028):0.0874442);"
chr17:37400000-37410000,"chr17","94987271","37400000","37410000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:75830000-75840000,"chr17","94987271","75830000","75840000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:37540000-37550000,"chr17","94987271","37540000","37550000","PASS","67.07000000000001","74.48333333333333","11","319","4","#999999","11","319","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.730812,((caroli:0.0406240080,(spicilegus:0.0121958316,spretus:0.0112899966)47:0.0023407947)28:0.0000020073,(mus-t:0.0251398550,mm10:0.0096965251)42:0.0015003517):0.730812);"
chr17:1340000-1350000,"chr17","94987271","1340000","1350000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:84050000-84060000,"chr17","94987271","84050000","84060000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:2.63621,(caroli:0.0101135397,((mus-t:0.0000010007,mm10:0.0001580327)88:0.0104999825,(spicilegus:0.0070678004,spretus:0.0078529485)78:0.0025811394)19:0.0296193344):2.63621);"
chr17:14030000-14040000,"chr17","94987271","14030000","14040000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:5e-07,(caroli:0.0000010000,((mus-t:0.0000010000,mm10:0.0000010000)25:0.0000010000,(spicilegus:0.0000010000,spretus:0.0000010000)73:0.0726395471)48:0.0024222871):5e-07);"
chr17:81760000-81770000,"chr17","94987271","81760000","81770000","PASS","67.07000000000001","74.48333333333333","12","88","15","#999999","12","88","15","(pahari,(((caroli,spicilegus)<1>,spretus)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0397818,(((caroli:0.0289673789,spicilegus:0.0268289522)86:0.0084159745,spretus:0.0081019546)57:0.0015364113,(mus-t:0.0000028000,mm10:0.0000010004)99:0.0055887852):0.0397818);"
chr17:71600000-71610000,"chr17","94987271","71600000","71610000","PASS","67.07000000000001","74.48333333333333","6","310","5","#999999","6","310","5","(pahari,(((caroli,(mus-t,mm10)<1>)<2>,spicilegus)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,(((caroli:0.0373006619,(mus-t:0.0000010000,mm10:0.0000010000)94:0.0155957431)39:0.0053662097,spicilegus:0.0109741438)10:0.0000023690,spretus:0.0069922314):5e-07);"
chr17:94000000-94010000,"chr17","94987271","94000000","94010000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:1.03269,(caroli:0.0153270178,((mus-t:0.0061560856,mm10:0.0001893268)91:0.0053883063,(spicilegus:0.0035300443,spretus:0.0046151046)59:0.0122907551)15:0.0160019663):1.03269);"
chr17:8080000-8090000,"chr17","94987271","8080000","8090000","PASS","67.07000000000001","74.48333333333333","13","41","24","#999999","13","41","24","(pahari,((((caroli,spicilegus)<1>,spretus)<2>,mm10)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,((((caroli:0.0964729089,spicilegus:0.0431963883)19:0.0149525783,spretus:0.0000010000)16:0.0000024045,mm10:0.0291274495)29:1.3609148120,mus-t:0.0000021338):5e-07);"
chr17:65520000-65530000,"chr17","94987271","65520000","65530000","PASS","67.07000000000001","74.48333333333333","14","176","8","#999999","14","176","8","(pahari,(((caroli,(spicilegus,spretus)<1>)<2>,mm10)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:0.895511,(((caroli:0.0324035408,(spicilegus:0.0085954753,spretus:0.0073054027)64:0.0047755623)34:0.0115925944,mm10:0.0000029669)8:0.0018974256,mus-t:0.0000029395):0.895511);"
chr17:3880000-3890000,"chr17","94987271","3880000","3890000","PASS","67.07000000000001","74.48333333333333","8","447","3","#006ddb","8","447","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.0287559,(caroli:0.0194464087,(((mus-t:0.0034471631,mm10:0.0063516212)100:0.0053187255,spretus:0.0108124540)89:0.0012928741,spicilegus:0.0084368055)100:0.0107937147):0.0287559);"
chr17:62200000-62210000,"chr17","94987271","62200000","62210000","PASS","67.07000000000001","74.48333333333333","5","231","7","#999999","5","231","7","(pahari,((caroli,(mus-t,mm10)<1>)<2>,(spicilegus,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:5e-07,((caroli:0.0278457185,(mus-t:0.0000010000,mm10:0.0000010000)92:0.0196457494)55:0.0070082675,(spicilegus:0.0063395724,spretus:0.0076716088)71:0.0000020880):5e-07);"
chr17:83150000-83160000,"chr17","94987271","83150000","83160000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:65160000-65170000,"chr17","94987271","65160000","65170000","PASS","67.07000000000001","74.48333333333333","14","176","8","#999999","14","176","8","(pahari,(((caroli,(spicilegus,spretus)<1>)<2>,mm10)<3>,mus-t)<4>)<5>;","FALSE","FALSE","(pahari:0.236432,(((caroli:0.0318328599,(spicilegus:0.0062513184,spretus:0.0062014214)95:0.0025016608)86:0.0135661189,mm10:0.0000010000)36:0.0000021801,mus-t:0.0003965094):0.236432);"
chr17:2510000-2520000,"chr17","94987271","2510000","2520000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:49490000-49500000,"chr17","94987271","49490000","49500000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:27030000-27040000,"chr17","94987271","27030000","27040000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0437284,(caroli:0.0245061339,((mus-t:0.0001738834,mm10:0.0005295739)100:0.0223969476,(spicilegus:0.0044687038,spretus:0.0086984958)99:0.0052778467)100:0.0137965139):0.0437284);"
chr17:92380000-92390000,"chr17","94987271","92380000","92390000","PASS","67.07000000000001","74.48333333333333","11","319","4","#999999","11","319","4","(pahari,((caroli,(spicilegus,spretus)<1>)<2>,(mus-t,mm10)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.268792,((caroli:0.0553962249,(spicilegus:0.0065791818,spretus:0.0094690363)81:0.0020716428)45:0.0000020745,(mus-t:0.0000010000,mm10:0.0000010000)79:0.0165989434):0.268792);"
chr17:51440000-51450000,"chr17","94987271","51440000","51450000","PASS","67.07000000000001","74.48333333333333","8","447","3","#006ddb","8","447","3","(pahari,(caroli,(((mus-t,mm10)<1>,spretus)<2>,spicilegus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.488468,(caroli:0.0000022571,(((mus-t:0.0000010026,mm10:0.0000010026)97:0.0106781859,spretus:0.0099443712)50:0.0019372585,spicilegus:0.0074961490)67:0.0341733332):0.488468);"
chr17:80720000-80730000,"chr17","94987271","80720000","80730000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.822116,(caroli:0.0129815725,((mus-t:0.0000010001,mm10:0.0000010001)92:0.0086290557,(spicilegus:0.0052273269,spretus:0.0060845817)65:0.0047398160)12:0.0223862415):0.822116);"
chr17:5510000-5520000,"chr17","94987271","5510000","5520000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0319484,(caroli:0.0253589987,((mus-t:0.0036894630,mm10:0.0048311452)100:0.0075043172,(spicilegus:0.0081168085,spretus:0.0095596691)96:0.0026056494)100:0.0119647531):0.0319484);"
chr17:33620000-33630000,"chr17","94987271","33620000","33630000","FILTER","67.07000000000001","74.48333333333333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:90180000-90190000,"chr17","94987271","90180000","90190000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.029459,(caroli:0.0000021043,((mus-t:0.0000010000,mm10:0.0000010000)96:0.0105197126,(spicilegus:0.0033244450,spretus:0.0156705796)82:0.0041034356)64:0.0547329150):0.029459);"
chr17:14310000-14320000,"chr17","94987271","14310000","14320000","PASS","67.07000000000001","74.48333333333333","15","91","14","#999999","15","91","14","(pahari,(caroli,((mus-t,(mm10,spicilegus)<1>)<2>,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.038834,(caroli:0.0165707738,((mus-t:0.0101515269,(mm10:0.0108727052,spicilegus:0.0126213933)39:0.0016992583)47:0.0016334802,spretus:0.0094385816)100:0.0121045786):0.038834);"
chr17:45420000-45430000,"chr17","94987271","45420000","45430000","PASS","67.07000000000001","74.48333333333333","5","231","7","#999999","5","231","7","(pahari,((caroli,(mus-t,mm10)<1>)<2>,(spicilegus,spretus)<3>)<4>)<5>;","FALSE","FALSE","(pahari:0.301756,((caroli:0.0315935706,(mus-t:0.0000010000,mm10:0.0000010000)90:0.0054297044)48:0.0022032656,(spicilegus:0.0042121151,spretus:0.0047753675)75:0.0000024925):0.301756);"
chr17:82560000-82570000,"chr17","94987271","82560000","82570000","PASS","67.07000000000001","74.48333333333333","16","97","12","#999999","16","97","12","(pahari,((caroli,((mus-t,mm10)<1>,spicilegus)<2>)<3>,spretus)<4>)<5>;","FALSE","FALSE","(pahari:0.25584,((caroli:0.0451754782,((mus-t:0.0000010000,mm10:0.0000010000)96:0.0232282734,spicilegus:0.0081457749)55:0.0052452241)24:0.0001497176,spretus:0.0129634612):0.25584);"
chr17:5970000-5980000,"chr17","94987271","5970000","5980000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0319114,(caroli:0.0252430166,((mus-t:0.0050081037,mm10:0.0067547246)100:0.0032591739,(spicilegus:0.0073049909,spretus:0.0070450216)99:0.0033433984)100:0.0150356772):0.0319114);"
chr17:7630000-7640000,"chr17","94987271","7630000","7640000","PASS","67.07000000000001","74.48333333333333","2","2526","1","#db6d00","2","2526","1","(pahari,(caroli,((mus-t,mm10)<1>,(spicilegus,spretus)<2>)<3>)<4>)<5>;","TRUE","TRUE","(pahari:0.0335933,(caroli:0.0238368149,((mus-t:0.0048660662,mm10:0.0110191548)77:0.0014135899,(spicilegus:0.0085503306,spretus:0.0081328368)69:0.0008555071)100:0.0127093954):0.0335933);"
