# Window-based topology counter
# PYTHON VERSION: 3.11.3
# Script call:    18_topo_counter.py -i ../data/mm10-10kb-window-stats-new-tree-no-pahari.tsv -t ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/ -w 10 -o ../data/mm10-10kb-topo-counts-new-tree-no-pahari.csv
# Runtime:        09/01/2023 14:50:03
# ----------------
# Window size:          10000.0
# Window file:          ../data/mm10-10kb-window-stats-new-tree-no-pahari.tsv
# Tree dir:             ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/
# Output file:          ../data/mm10-10kb-topo-counts-new-tree-no-pahari.csv
# 09.01.2023 | 14:50:03 Reading windows...
# Windows read:         9499
# Chromosome:           17
# Chromosome length:    94987271
# Locus tree directory: ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/chr17/10kb/loci
# Concat tree file:     ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/chr17/10kb/concat/chr17-concat.treefile.rooted
# ASTRAL tree file:     ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/chr17/10kb/astral/chr17-astral.treefile.rooted
# Concordance file:     ../analysis/02-mus-t-windows-new-tree/04-iqtree-no-pahari/chr17/10kb/astral/chr17-astral.cf.stat
# ----------------
# 09.01.2023 | 14:50:03 Reading concatenated chromosome tree...
# Concat chromosome tree:      "(caroli:0.0191738,((mm10:0.0025427157,mus-t:0.0028766642)100:0.0083145281,(spretus:0.0111326541,spicilegus:0.0081924926):0.0019724408)100:0.0191738);"
# Concat chromosome topology:  "(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>"
# 09.01.2023 | 14:50:03 Reading ASTRAL chromosome tree...
# ASTRAL chromosome tree:      "(caroli,((mm10,mus-t)1:2.385882435681433,(spicilegus,spretus:0):0.4002767893502979)1);"
# ASTRAL chromosome topology:  "(caroli,((mm10,mus-t)<1>,(spicilegus,spretus)<2>)<3>)<4>"
# ASTRAL-concat match:   TRUE
# 09.01.2023 | 14:50:03 Calculating average CFs...
# Average gCF:          73.27000000000001
# Average sCF:          68.485
# 09.01.2023 | 14:50:03 Reading windows and counting topologies...
# Total trees read:   8770
# No tree file:       0
# Filtered windows:   729
# Unique topologies:  15
# ----------------
# 09.01.2023 | 14:52:22 Counting and ranking topologies for this chromosome...
# ----------------
# 09.01.2023 | 14:52:22 Counting and ranking overall topologies...
# ----------------
# 09.01.2023 | 14:52:22 Writing output: ../data/mm10-10kb-topo-counts-new-tree-no-pahari.csv
window,chr,chr.len,start,end,filter,gcf,scf,topo.num.overall,topo.count.overall,topo.rank.overall,topo.color,topo.num.chrome,topo.count.chrome,topo.rank.chrome,topo,concat.chrome.topo.match,astral.chrome.topo.match,unparsed.tree
chr17:47870000-47880000,"chr17","94987271","47870000","47880000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0159086,((mm10:0.0000010015,mus-t:0.0000010015)100:0.0065605623,(spretus:0.0065580218,spicilegus:0.0073792491):0.0010139054)78:0.0159086);"
chr17:60890000-60900000,"chr17","94987271","60890000","60900000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0195502,((mm10:0.0000010000,mus-t:0.0000010000)100:0.0069401547,(spretus:0.0067771532,spicilegus:0.0058158065):0.0030878210)100:0.0195502);"
chr17:47780000-47790000,"chr17","94987271","47780000","47790000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0230366,((mm10:0.0000010014,mus-t:0.0000010014)100:0.0142863195,(spretus:0.0115370562,spicilegus:0.0082629956):0.0013491040)69:0.0230366);"
chr17:93040000-93050000,"chr17","94987271","93040000","93050000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0286065,((mm10:0.0032045569,mus-t:0.0019250542)100:0.0097577218,(spretus:0.0186605160,spicilegus:0.0055432111):0.0030582807)79:0.0286065);"
chr17:29530000-29540000,"chr17","94987271","29530000","29540000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0059022,(spretus:0.0918801196,(spicilegus:0.0005332711,(mm10:0.0000010011,mus-t:0.0000010011)100:0.0251066056)100:0.0436832339):0.0059022);"
chr17:34550000-34560000,"chr17","94987271","34550000","34560000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0303138,(spretus:0.0155556674,(spicilegus:0.1036488554,(mm10:0.0011682620,mus-t:0.0043982284)89:0.0064721049)57:0.0023242593):0.0303138);"
chr17:18620000-18630000,"chr17","94987271","18620000","18630000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0748671,(spretus:0.0524631492,(spicilegus:0.0281728241,(mm10:0.0442084549,mus-t:0.0212131726)100:0.0642348141)100:0.0461125802):0.0748671);"
chr17:28820000-28830000,"chr17","94987271","28820000","28830000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0132016,((mm10:0.0024542795,mus-t:0.0031522554)100:0.0052770673,(spretus:0.0048768545,spicilegus:0.0050974087):0.0030476252)100:0.0132016);"
chr17:3380000-3390000,"chr17","94987271","3380000","3390000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0225891,((mm10:0.0009413643,mus-t:0.0007363755)100:0.0080320448,(spretus:0.0118664374,spicilegus:0.0068784421):0.0031926219)87:0.0225891);"
chr17:64070000-64080000,"chr17","94987271","64070000","64080000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0178498,(spretus:0.0122383974,(spicilegus:0.0088112068,(mm10:0.0000010000,mus-t:0.0000010000)100:0.0076002359)100:0.0055950529):0.0178498);"
chr17:71250000-71260000,"chr17","94987271","71250000","71260000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0196443,(spretus:0.0126572231,(spicilegus:0.0093539343,(mm10:0.0052770025,mus-t:0.0029856986)100:0.0041075099)99:0.0037467003):0.0196443);"
chr17:3670000-3680000,"chr17","94987271","3670000","3680000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0122805,((mm10:0.0001563527,mus-t:0.0004777365)100:0.0068767402,(spretus:0.0050779896,spicilegus:0.0078039084):0.0005816003)64:0.0122805);"
chr17:16860000-16870000,"chr17","94987271","16860000","16870000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0208758,(spretus:0.0056837899,(spicilegus:0.0059491851,(mm10:0.0037355192,mus-t:0.0054446057)98:0.0032412790)72:0.0021159544):0.0208758);"
chr17:1760000-1770000,"chr17","94987271","1760000","1770000","FILTER","73.27000000000001","68.485","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:34530000-34540000,"chr17","94987271","34530000","34540000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0196552,(spretus:0.0381750229,(spicilegus:0.0500838640,(mm10:0.0014007807,mus-t:0.0049675587)98:0.0227465062)93:0.0128298846):0.0196552);"
chr17:4640000-4650000,"chr17","94987271","4640000","4650000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0183982,(spretus:0.0105590616,(spicilegus:0.0095893730,(mm10:0.0021541142,mus-t:0.0014053594)100:0.0105349533)98:0.0026088899):0.0183982);"
chr17:42000000-42010000,"chr17","94987271","42000000","42010000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0163697,((mm10:0.0007769385,mus-t:0.0011805440)100:0.0100916632,(spretus:0.0155986137,spicilegus:0.0087856474):0.0017614697)71:0.0163697);"
chr17:28850000-28860000,"chr17","94987271","28850000","28860000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0208965,((mm10:0.0057392954,mus-t:0.0062577694)100:0.0072763302,(spretus:0.0067216153,spicilegus:0.0082216675):0.0050001157)97:0.0208965);"
chr17:26210000-26220000,"chr17","94987271","26210000","26220000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0165295,((mm10:0.0053813403,mus-t:0.0040930488)100:0.0028809433,(spretus:0.0082815543,spicilegus:0.0063360497):0.0016701205)99:0.0165295);"
chr17:29560000-29570000,"chr17","94987271","29560000","29570000","PASS","73.27000000000001","68.485","1","1010","3","#006ddb","1","1010","3","(caroli,(spicilegus,(spretus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0192801,(spicilegus:0.0071103045,(spretus:0.0083343130,(mm10:0.0016485777,mus-t:0.0010933337)100:0.0064193831):0.0025563096)79:0.0192801);"
chr17:36060000-36070000,"chr17","94987271","36060000","36070000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0224143,(spretus:0.0304177385,(spicilegus:0.0127085371,(mm10:0.0060434630,mus-t:0.0349792871)92:0.0107219045)100:0.0225311397):0.0224143);"
chr17:31150000-31160000,"chr17","94987271","31150000","31160000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0233659,((mm10:0.0081549427,mus-t:0.0107999692)55:0.0015249877,(spretus:0.0134465464,spicilegus:0.0070137629):0.0028212923)96:0.0233659);"
chr17:12070000-12080000,"chr17","94987271","12070000","12080000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.020442,(spretus:0.0029245782,(spicilegus:0.0059539723,(mm10:0.0063350442,mus-t:0.0122133755)92:0.0029291695)40:0.0001258626):0.020442);"
chr17:81780000-81790000,"chr17","94987271","81780000","81790000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0190502,((mm10:0.0000010000,mus-t:0.0000010000)100:0.0150683300,(spretus:0.0085316655,spicilegus:0.0077087575):0.0049405870)100:0.0190502);"
chr17:21860000-21870000,"chr17","94987271","21860000","21870000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0133461,(spretus:0.0725152342,(spicilegus:0.0132973323,(mm10:0.0001627059,mus-t:0.0000010009)100:0.0062963189)100:0.0214612243):0.0133461);"
chr17:24410000-24420000,"chr17","94987271","24410000","24420000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0146435,((mm10:0.0040389603,mus-t:0.0040949399)100:0.0032239672,(spretus:0.0055091457,spicilegus:0.0048078126):0.0023063146)99:0.0146435);"
chr17:380000-390000,"chr17","94987271","380000","390000","FILTER","73.27000000000001","68.485","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
chr17:62550000-62560000,"chr17","94987271","62550000","62560000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0136113,((mm10:0.0009239138,mus-t:0.0016659561)100:0.0054814692,(spretus:0.0107663049,spicilegus:0.0065530395):0.0024132258)100:0.0136113);"
chr17:83810000-83820000,"chr17","94987271","83810000","83820000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.021411,(spretus:0.0088260552,(spicilegus:0.0055965638,(mm10:0.0007010988,mus-t:0.0027375533)100:0.0067595155)74:0.0024048894):0.021411);"
chr17:75420000-75430000,"chr17","94987271","75420000","75430000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0114958,((mm10:0.0053063345,mus-t:0.0053654933)88:0.0026706136,(spretus:0.0063410828,spicilegus:0.0057382771):0.0039773002)100:0.0114958);"
chr17:46740000-46750000,"chr17","94987271","46740000","46750000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.022788,((mm10:0.0000010000,mus-t:0.0000010000)100:0.0092783886,(spretus:0.0072516807,spicilegus:0.0061898645):0.0026469249)82:0.022788);"
chr17:47900000-47910000,"chr17","94987271","47900000","47910000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0143308,((mm10:0.0000010000,mus-t:0.0000010000)100:0.0093444298,(spretus:0.0067541382,spicilegus:0.0054695771):0.0028020856)100:0.0143308);"
chr17:7180000-7190000,"chr17","94987271","7180000","7190000","PASS","73.27000000000001","68.485","4","111","5","#999999","4","111","5","(caroli,(mus-t,(spretus,(spicilegus,mm10)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0194976,(mus-t:0.0085597336,(spretus:0.0102617973,(spicilegus:0.0050334025,mm10:0.0080518062)86:0.0021682334):0.0016224453)50:0.0194976);"
chr17:80140000-80150000,"chr17","94987271","80140000","80150000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0112814,(spretus:0.0068278387,(spicilegus:0.0032017791,(mm10:0.0000010000,mus-t:0.0000010000)100:0.0222082662)77:0.0015086874):0.0112814);"
chr17:9190000-9200000,"chr17","94987271","9190000","9200000","PASS","73.27000000000001","68.485","4","111","5","#999999","4","111","5","(caroli,(mus-t,(spretus,(spicilegus,mm10)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0176946,(mus-t:0.0074371837,(spretus:0.0083433440,(spicilegus:0.0062681629,mm10:0.0038188975)100:0.0061781311):0.0016414265)53:0.0176946);"
chr17:87770000-87780000,"chr17","94987271","87770000","87780000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0243954,((mm10:0.0098873751,mus-t:0.0026651943)100:0.0072346647,(spretus:0.0145567306,spicilegus:0.0079831127):0.0052010255)99:0.0243954);"
chr17:76870000-76880000,"chr17","94987271","76870000","76880000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0247485,((mm10:0.0005828433,mus-t:0.0000010000)100:0.0104487316,(spretus:0.0094757597,spicilegus:0.0071453985):0.0019232766)86:0.0247485);"
chr17:41230000-41240000,"chr17","94987271","41230000","41240000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0345055,((mm10:0.0127228014,mus-t:0.0066261473)100:0.0104357978,(spretus:0.0066161963,spicilegus:0.0083376242):0.0042921257)99:0.0345055);"
chr17:37100000-37110000,"chr17","94987271","37100000","37110000","PASS","73.27000000000001","68.485","5","27","10","#999999","5","27","10","(caroli,(mm10,(spretus,(spicilegus,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0398407,(mm10:0.0319994876,(spretus:0.0483748186,(spicilegus:0.0117614903,mus-t:0.0000021856)86:0.0122728386):0.0082295176)47:0.0398407);"
chr17:45960000-45970000,"chr17","94987271","45960000","45970000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0159176,((mm10:0.0035452309,mus-t:0.0035774828)100:0.0036265809,(spretus:0.0088887418,spicilegus:0.0083045591):0.0015287934)59:0.0159176);"
chr17:32450000-32460000,"chr17","94987271","32450000","32460000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0176026,((mm10:0.0003609099,mus-t:0.0012216310)100:0.0071548460,(spretus:0.0065515506,spicilegus:0.0063658626):0.0008060648)51:0.0176026);"
chr17:43750000-43760000,"chr17","94987271","43750000","43760000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0134775,((mm10:0.0012786939,mus-t:0.0021429261)100:0.0085492878,(spretus:0.0074771340,spicilegus:0.0047637917):0.0062950841)100:0.0134775);"
chr17:54700000-54710000,"chr17","94987271","54700000","54710000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0161612,((mm10:0.0000010003,mus-t:0.0000010003)100:0.0174659952,(spretus:0.0074924003,spicilegus:0.0048274383):0.0061299291)100:0.0161612);"
chr17:36650000-36660000,"chr17","94987271","36650000","36660000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.104906,(spretus:0.0225104728,(spicilegus:0.0271023577,(mm10:0.0051360547,mus-t:0.0057796034)100:0.0436524185)83:0.0061959149):0.104906);"
chr17:84090000-84100000,"chr17","94987271","84090000","84100000","PASS","73.27000000000001","68.485","2","2467","2","#004949","2","2467","2","(caroli,(spretus,(spicilegus,(mm10,mus-t)<1>)<2>)<3>)<4>;","FALSE","FALSE","(caroli:0.0165417,(spretus:0.0089709145,(spicilegus:0.0083283912,(mm10:0.0000010000,mus-t:0.0000010000)100:0.0099504149)82:0.0026043236):0.0165417);"
chr17:93680000-93690000,"chr17","94987271","93680000","93690000","PASS","73.27000000000001","68.485","3","4612","1","#db6d00","3","4612","1","(caroli,((mm10,mus-t)<1>,(spretus,spicilegus)<2>)<3>)<4>;","TRUE","TRUE","(caroli:0.0146556,((mm10:0.0000010006,mus-t:0.0000010006)100:0.0111976810,(spretus:0.0071456456,spicilegus:0.0030319230):0.0018057963)89:0.0146556);"
