# PYTHON VERSION: 3.11.3
# Script call:    16_get_window_stats.py -i ../analysis/02-mus-t-windows-new-tree/02-fasta/ -w 10 -o ../data/mm10-10kb-window-stats-new-tree-no-pahari.tsv -s ../data/mm10-10kb-spec-counts-new-tree-no-pahari.tsv -d ../analysis/02-mus-t-windows-new-tree/03-fasta-no-anc-filter-no-pahari --overwrite
# Runtime:        09/01/2023 11:06:30
# ----------------
# Window size (-w):	10kb
# Input directory:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/analysis/02-mus-t-windows-new-tree/02-fasta
# Missing threshold (seq):	0.5
# Missing threshold (site):	0.5
# Gap threshold (seq):	0.5
# Gap threshold (site):	0.5
# Gap threshold (window):	0.5
# Missing+gap threshold (seq):	0.5
# Missing+gap threshold (site):	0.5
# Output file:	/n/holylfs05/LABS/informatics/Users/gthomas/mus-t-haplotype/data/mm10-10kb-window-stats-new-tree-no-pahari.tsv
# Species file:	../data/mm10-10kb-spec-counts-new-tree-no-pahari.tsv
# Seq outdir:	../analysis/02-mus-t-windows-new-tree/03-fasta-no-anc-filter-no-pahari
# ----------------
window	scaffold	start	end	total.seqs	aln.len	uniq.seqs	ident.seqs	seqs.above.missing	seqs.all.missing	avg.seq.len.wo.missing	seqs.above.gappy	seqs.all.gappy	seqs.above.missing.gappy	seqs.all.missing.gappy	invariant.sites	informative.sites	sites.w.missing	perc.sites.w.missing	sites.high.missing	perc.sites.high.missing	sites.all.missing	sites.w.gap	perc.sites.w.gap	sites.high.gap	perc.sites.high.gap	sites.all.gap	sites.missing.gap	perc.sites.missing.gap	sites.high.missing.gap	perc.sites.high.missing.gap	sites.all.missing.gap	total.seqs.filter	aln.len.filter	uniq.seqs.filter	ident.seqs.filter	seqs.above.missing.filter	seqs.all.missing.filter	avg.seq.len.wo.missing.filter	seqs.above.gappy.filter	seqs.all.gappy.filter	seqs.above.missing.gappy.filter	seqs.all.missing.gappy.filter	invariant.sites.filter	informative.sites.filter	sites.w.missing.filter	perc.sites.w.missing.filter	sites.high.missing.filter	perc.sites.high.missing.filter	sites.all.missing.filter	sites.w.gap.filter	perc.sites.w.gap.filter	sites.high.gap.filter	perc.sites.high.gap.filter	sites.all.gap.filter	sites.missing.gap.filter	perc.sites.missing.gap.filter	sites.high.missing.gap.filter	perc.sites.high.missing.gap.filter	sites.all.missing.gap.filter	written
chr17:71250000-71260000	chr17	71250000	71260000	5	10000	5	0	0	0	4.5605	0	0	0	0	7506	97	955	0.0955	843	0.0843	472	305	0.0305	203	0.0203	0	1170	0.117	1104	0.1104	856	5	9777	5	0	0	0	4.571136340390713	0	0	0	0	7492	96	934	0.09553032627595377	839	0.08581364426715761	470	106	0.010841771504551498	4	0.00040912345300194336	0	964	0.09859875217346835	898	0.09184821519893628	708	TRUE
chr17:3670000-3680000	chr17	3670000	3680000	5	10000	5	0	0	0	3.4291	0	0	0	0	6313	62	3686	0.3686	3650	0.365	1173	348	0.0348	67	0.0067	0	3758	0.3758	3730	0.373	3454	5	9923	5	0	0	0	3.4205381437065405	0	0	0	0	6310	62	3670	0.3698478282777386	3648	0.3676307568275723	1173	283	0.02851960092713897	2	0.0002015519500151164	0	3685	0.37135946790285196	3659	0.3687392925526555	3446	TRUE
chr17:16860000-16870000	chr17	16860000	16870000	5	10000	5	0	0	0	3.6355	0	0	0	0	7625	67	2977	0.2977	2767	0.2767	2312	273	0.0273	19	0.0019	0	3010	0.301	2838	0.2838	2606	5	9980	5	0	0	0	3.6362725450901805	0	0	0	0	7625	67	2973	0.2978957915831663	2763	0.2768537074148297	2309	257	0.025751503006012023	3	0.0003006012024048096	0	2990	0.2995991983967936	2818	0.28236472945891783	2586	TRUE
chr17:1760000-1770000	chr17	1760000	1770000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:34530000-34540000	chr17	34530000	34540000	5	10000	5	0	0	0	3.9715	2	0	3	0	778	83	2492	0.2492	1770	0.177	645	7001	0.7001	3200	0.32	0	8430	0.843	5091	0.5091	3477	5	6762	5	0	0	0	3.8711919550428866	2	0	2	0	778	83	1848	0.2732919254658385	1749	0.25865128660159714	643	3801	0.562111801242236	6	0.0008873114463176575	0	5205	0.7697426796805679	1874	0.277136941733215	1561	TRUE
chr17:4640000-4650000	chr17	4640000	4650000	5	10000	5	0	0	0	3.3737	0	0	0	0	7842	107	3457	0.3457	3334	0.3334	2686	150	0.015	24	0.0024	0	3488	0.3488	3395	0.3395	2994	5	9965	5	0	0	0	3.37842448569995	0	0	0	0	7834	107	3422	0.34340190667335674	3320	0.3331660812844957	2678	127	0.012744606121424987	5	0.0005017561465127947	0	3453	0.3465127947817361	3360	0.3371801304565981	2965	TRUE
chr17:42000000-42010000	chr17	42000000	42010000	5	10000	5	0	3	0	2.1269	2	0	5	0	3454	27	7966	0.7966	7367	0.7367	2257	5171	0.5171	1010	0.101	0	8456	0.8456	8425	0.8425	7778	5	8975	5	0	3	0	1.9716991643454038	1	0	5	0	3454	27	7431	0.827966573816156	7356	0.8196100278551532	2257	4150	0.4623955431754875	1	0.00011142061281337047	0	7433	0.8281894150417828	7402	0.8247353760445683	6779	TRUE
chr17:28850000-28860000	chr17	28850000	28860000	5	10000	5	0	0	0	3.4107	0	0	0	0	5540	107	3505	0.3505	3207	0.3207	2079	1656	0.1656	964	0.0964	0	4560	0.456	4216	0.4216	3624	5	8960	5	0	0	0	3.3293526785714285	0	0	0	0	5508	103	3356	0.37455357142857143	3171	0.35390625	2066	688	0.07678571428571429	6	0.0006696428571428571	0	3558	0.3970982142857143	3218	0.3591517857142857	2987	TRUE
chr17:26210000-26220000	chr17	26210000	26220000	5	10000	5	0	0	0	4.0993	0	0	0	0	7402	121	2014	0.2014	1906	0.1906	1066	278	0.0278	139	0.0139	0	2199	0.2199	2048	0.2048	1786	5	9840	5	0	0	0	4.097560975609756	0	0	0	0	7396	121	1986	0.20182926829268294	1894	0.19247967479674796	1058	136	0.013821138211382113	3	0.0003048780487804878	0	2045	0.20782520325203252	1900	0.19308943089430894	1751	TRUE
chr17:29560000-29570000	chr17	29560000	29570000	5	10000	5	0	0	0	2.8872	0	0	0	0	6514	73	4529	0.4529	4371	0.4371	3311	248	0.0248	74	0.0074	0	4621	0.4621	4521	0.4521	4221	5	9915	5	0	0	0	2.8783661119515886	0	0	0	0	6513	73	4489	0.4527483610690872	4367	0.4404437720625315	3310	171	0.017246596066565808	1	0.00010085728693898134	0	4538	0.4576903681290973	4440	0.44780635400907715	4188	TRUE
chr17:36060000-36070000	chr17	36060000	36070000	5	10000	5	0	0	0	3.9653	2	0	3	0	2819	379	4195	0.4195	803	0.0803	370	5044	0.5044	4204	0.4204	0	5878	0.5878	5100	0.51	4044	5	5782	5	0	0	0	4.357834659287444	0	0	0	0	2817	376	888	0.1535800760982359	800	0.13836042891732964	370	840	0.14527845036319612	2	0.0003459010722933241	0	1668	0.2884814942926323	895	0.15479072985126255	743	TRUE
chr17:31150000-31160000	chr17	31150000	31160000	5	10000	5	0	0	0	3.6334	0	0	0	0	5453	65	2779	0.2779	2693	0.2693	1558	1959	0.1959	1772	0.1772	0	4566	0.4566	4518	0.4518	3724	5	8175	5	0	0	0	3.5476452599388377	0	0	0	0	5439	65	2724	0.3332110091743119	2659	0.3252599388379205	1550	171	0.02091743119266055	3	0.0003669724770642202	0	2755	0.3370030581039755	2709	0.3313761467889908	2056	TRUE
chr17:12070000-12080000	chr17	12070000	12080000	5	10000	5	0	3	0	2.0963	0	0	5	0	5275	30	7119	0.7119	6852	0.6852	3355	2826	0.2826	331	0.0331	0	7261	0.7261	7203	0.7203	7032	5	9638	5	0	3	0	2.060385972193401	0	0	5	0	5262	29	6840	0.7096908072214152	6824	0.7080307117659266	3343	2494	0.25876737912429965	1	0.00010375596596804317	0	6901	0.7160199211454659	6843	0.7100020751193193	6747	TRUE
chr17:81780000-81790000	chr17	81780000	81790000	5	10000	5	0	0	0	3.6642	0	0	0	0	7127	198	2837	0.2837	2730	0.273	2187	202	0.0202	176	0.0176	0	2956	0.2956	2912	0.2912	2470	5	9791	5	0	0	0	3.653355122050863	0	0	0	0	7114	196	2767	0.28260647533449085	2717	0.27749974466346644	2185	30	0.0030640384026146463	10	0.001021346134204882	0	2776	0.28352568685527524	2733	0.27913389847819425	2399	TRUE
chr17:21860000-21870000	chr17	21860000	21870000	5	10000	5	0	0	0	4.1495	1	0	3	0	927	310	2444	0.2444	1847	0.1847	204	5077	0.5077	1633	0.1633	0	6103	0.6103	3841	0.3841	2130	5	8348	5	0	0	0	4.100143747005271	1	0	1	0	925	309	2229	0.26701006229036894	1841	0.22053186391950166	202	3441	0.4121945376137997	5	0.0005989458552946814	0	4465	0.5348586487781505	2207	0.26437470052707235	1367	TRUE
chr17:24410000-24420000	chr17	24410000	24420000	5	10000	5	0	0	0	3.5918	0	0	0	0	6557	94	2885	0.2885	2743	0.2743	2177	644	0.0644	586	0.0586	0	3494	0.3494	3369	0.3369	2846	5	9383	5	0	0	0	3.5491846957263133	0	0	0	0	6542	93	2842	0.302888202067569	2733	0.29127144836406266	2173	62	0.006607694767132047	6	0.0006394543323031014	0	2898	0.30885644250239797	2775	0.2957476286901844	2512	TRUE
chr17:380000-390000	chr17	380000	390000	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	1	10000	1	0	1	1	0.0	0	0	1	1	10000	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	0	0.0	0	0.0	0	TRUE
chr17:62550000-62560000	chr17	62550000	62560000	5	10000	5	0	0	0	3.4811	0	0	0	0	7194	103	3171	0.3171	3022	0.3022	2603	271	0.0271	200	0.02	0	3366	0.3366	3326	0.3326	2767	5	9771	5	0	0	0	3.463719168969399	0	0	0	0	7171	102	3113	0.3185958448469962	3012	0.3082591341725514	2597	76	0.007778118923344591	7	0.0007164056903080545	0	3161	0.3235083410091086	3121	0.3194145942073483	2694	TRUE
chr17:83810000-83820000	chr17	83810000	83820000	5	10000	5	0	0	0	3.2916	0	0	0	0	5670	110	4209	0.4209	3942	0.3942	1809	1630	0.163	393	0.0393	0	4914	0.4914	4378	0.4378	3475	5	9583	5	0	0	0	3.25910466451007	0	0	0	0	5664	110	4051	0.4227277470520714	3924	0.4094751121778149	1806	1231	0.1284566419701555	10	0.0010435145570280705	0	4503	0.4698946050297402	3975	0.41479703641865806	3319	TRUE
chr17:75420000-75430000	chr17	75420000	75430000	5	10000	5	0	1	0	3.939	4	0	5	0	2276	23	1465	0.1465	1400	0.14	11	6939	0.6939	5962	0.5962	0	7365	0.7365	7363	0.7363	7292	5	4024	5	0	0	0	3.8543737574552686	0	0	0	0	2267	21	1395	0.3466699801192843	1395	0.3466699801192843	10	981	0.2437872763419483	4	0.0009940357852882703	0	1401	0.3481610337972167	1399	0.3476640159045726	1374	TRUE
chr17:46740000-46750000	chr17	46740000	46750000	5	10000	5	0	1	0	3.2101	0	0	5	0	4669	126	4095	0.4095	3267	0.3267	2043	2241	0.2241	2016	0.2016	0	5614	0.5614	5323	0.5323	4567	5	7935	5	0	0	0	3.0427221172022683	0	0	0	0	4638	126	3485	0.4391934467548834	3247	0.4091997479521109	2031	222	0.027977315689981096	7	0.0008821676118462507	0	3575	0.4505356017643352	3290	0.41461877756773785	2865	TRUE
chr17:47900000-47910000	chr17	47900000	47910000	5	10000	5	0	0	0	3.8099	0	0	0	0	7095	121	2785	0.2785	2424	0.2424	1721	681	0.0681	252	0.0252	0	2937	0.2937	2792	0.2792	2436	5	9714	5	0	0	0	3.822318303479514	0	0	0	0	7078	121	2584	0.26600782375952237	2401	0.2471690343833642	1712	435	0.044780728844966027	6	0.0006176652254478073	0	2663	0.27414041589458515	2519	0.2593164504838378	2248	TRUE
chr17:7180000-7190000	chr17	7180000	7190000	5	10000	5	0	0	0	3.7793	0	0	0	0	7144	66	2926	0.2926	2144	0.2144	1906	694	0.0694	591	0.0591	0	3154	0.3154	2960	0.296	2425	5	9376	5	0	0	0	3.8027943686006824	0	0	0	0	7133	64	2497	0.26631825938566556	2120	0.22610921501706485	1896	96	0.010238907849829351	3	0.0003199658703071672	0	2536	0.27047781569965873	2346	0.2502133105802048	1950	TRUE
chr17:80140000-80150000	chr17	80140000	80150000	5	10000	5	0	0	0	3.3188	0	0	0	0	5783	193	3632	0.3632	3433	0.3433	2425	988	0.0988	812	0.0812	0	4355	0.4355	4245	0.4245	3403	5	9112	5	0	0	0	3.2474758560140473	0	0	0	0	5737	188	3494	0.3834503950834065	3403	0.3734635645302897	2403	178	0.019534679543459176	3	0.0003292361720807726	0	3509	0.38509657594381036	3406	0.3737928007023705	2788	TRUE
chr17:9190000-9200000	chr17	9190000	9200000	5	10000	5	0	0	0	4.1206	0	0	0	0	6694	58	2761	0.2761	1171	0.1171	656	2035	0.2035	1740	0.174	0	2991	0.2991	2957	0.2957	2710	5	8239	5	0	0	0	4.323947080956427	0	0	0	0	6686	58	1202	0.14589149168588422	1159	0.14067241170044908	656	288	0.034955698507100376	3	0.00036412185944896227	0	1238	0.15026095399927175	1204	0.14613423959218352	1119	TRUE
chr17:87770000-87780000	chr17	87770000	87780000	5	10000	5	0	0	0	3.3867	0	0	1	0	5111	113	3644	0.3644	3052	0.3052	2532	1916	0.1916	1397	0.1397	0	4975	0.4975	4466	0.4466	3327	5	8539	5	0	0	0	3.2650193231057503	0	0	0	0	5108	110	3073	0.35987820587890856	3033	0.35519381660615995	2528	488	0.0571495491275325	5	0.0005855486590935707	0	3529	0.41328024358824217	3050	0.3571846820470781	2742	TRUE
chr17:76870000-76880000	chr17	76870000	76880000	5	10000	5	0	0	0	2.986	0	0	0	0	6369	211	4715	0.4715	3762	0.3762	3204	1147	0.1147	1036	0.1036	0	4847	0.4847	4831	0.4831	4537	5	8924	5	0	0	0	2.974002689376961	0	0	0	0	6356	211	3771	0.42256835499775885	3731	0.4180860600627521	3180	110	0.012326311071268489	0	0.0	0	3779	0.4234648139847602	3763	0.4216718960107575	3510	TRUE
chr17:41230000-41240000	chr17	41230000	41240000	5	10000	5	0	0	0	3.6274	0	0	3	0	3876	174	3591	0.3591	2462	0.2462	763	3235	0.3235	2585	0.2585	0	5198	0.5198	5153	0.5153	4350	5	7308	5	0	0	0	3.583880678708265	0	0	0	0	3856	166	2516	0.34428024083196496	2410	0.3297755883962781	754	621	0.08497536945812807	2	0.0002736726874657909	0	2556	0.3497536945812808	2513	0.3438697318007663	2187	TRUE
chr17:37100000-37110000	chr17	37100000	37110000	5	10000	5	0	1	0	3.6716	4	0	5	0	242	2	1557	0.1557	1375	0.1375	615	8303	0.8303	7429	0.7429	0	9495	0.9495	8928	0.8928	8143	5	2527	5	0	2	0	2.597150771666007	0	0	5	0	234	1	1497	0.592402057776019	1347	0.5330431341511674	607	860	0.34032449544914917	2	0.0007914523149980214	0	2032	0.8041155520379897	1471	0.5821131776810448	1055	TRUE
chr17:45960000-45970000	chr17	45960000	45970000	5	10000	5	0	0	0	3.6853	0	0	0	0	6802	116	2743	0.2743	2711	0.2711	2090	556	0.0556	269	0.0269	0	3225	0.3225	2983	0.2983	2601	5	9718	5	0	0	0	3.6755505247993416	0	0	0	0	6799	116	2702	0.27804074912533444	2698	0.277629141798724	2084	294	0.030253138505865404	7	0.0007203128215682239	0	2947	0.30325169788022227	2706	0.2784523564519448	2404	TRUE
chr17:32450000-32460000	chr17	32450000	32460000	5	10000	5	0	0	0	3.3544	0	0	0	0	5722	131	4088	0.4088	3171	0.3171	2229	1685	0.1685	994	0.0994	0	4408	0.4408	4208	0.4208	3908	5	8958	5	0	0	0	3.3705068095557045	0	0	0	0	5706	131	3205	0.3577807546327305	3135	0.34996651038178167	2210	687	0.07669122572002679	8	0.0008930564858227283	0	3380	0.3773163652601027	3184	0.3554364813574459	3023	TRUE
